Country,1990,1990_lower, 1990_upper, 1990_Footnote, 1991,1991_lower, 1991_upper, 1991_Footnote, 1992,1992_lower, 1992_upper, 1992_Footnote, 1993,1993_lower, 1993_upper, 1993_Footnote, 1994,1994_lower, 1994_upper, 1994_Footnote, 1995,1995_lower, 1995_upper, 1995_Footnote, 1996,1996_lower, 1996_upper, 1996_Footnote, 1997,1997_lower, 1997_upper, 1997_Footnote, 1998,1998_lower, 1998_upper, 1998_Footnote, 1999,1999_lower, 1999_upper, 1999_Footnote, 2000,2000_lower, 2000_upper, 2000_Footnote, 2001,2001_lower, 2001_upper, 2001_Footnote, 2002,2002_lower, 2002_upper, 2002_Footnote, 2003,2003_lower, 2003_upper, 2003_Footnote, 2004,2004_lower, 2004_upper, 2004_Footnote, 2005,2005_lower, 2005_upper, 2005_Footnote, 2006,2006_lower, 2006_upper, 2006_Footnote, 2007,2007_lower, 2007_upper, 2007_Footnote, 2008,2008_lower, 2008_upper, 2008_Footnote, 2009,2009_lower, 2009_upper, 2009_Footnote, 2010,2010_lower, 2010_upper, 2010_Footnote, 2011,2011_lower, 2011_upper, 2011_Footnote, 2012,2012_lower, 2012_upper, 2012_Footnote, 2013,2013_lower, 2013_upper, 2013_Footnote, 2014,2014_lower, 2014_upper, 2014_Footnote, 2015,2015_lower, 2015_upper, 2015_Footnote, 2016,2016_lower, 2016_upper, 2016_Footnote, 2017,2017_lower, 2017_upper, 2017_Footnote, 2018,2018_lower, 2018_upper, 2018_Footnote, 2019,2019_lower, 2019_upper, 2019_Footnote, 2020,2020_lower, 2020_upper, 2020_Footnote
Côte d'Ivoire,210 000 ,140 000 , 330 000,,260 000 ,180 000 , 390 000,,320 000 ,230 000 , 450 000,,380 000 ,280 000 , 500 000,,430 000 ,340 000 , 550 000,,480 000 ,380 000 , 580 000,,510 000 ,430 000 , 600 000,,530 000 ,460 000 , 610 000,,540 000 ,480 000 , 620 000,,540 000 ,480 000 , 610 000,,540 000 ,480 000 , 600 000,,520 000 ,470 000 , 580 000,,500 000 ,450 000 , 560 000,,480 000 ,430 000 , 530 000,,460 000 ,410 000 , 500 000,,430 000 ,390 000 , 470 000,,410 000 ,370 000 , 450 000,,400 000 ,360 000 , 430 000,,380 000 ,350 000 , 420 000,,370 000 ,330 000 , 400 000,,360 000 ,320 000 , 390 000,,350 000 ,310 000 , 380 000,,340 000 ,300 000 , 370 000,,330 000 ,300 000 , 360 000,,320 000 ,290 000 , 350 000,,310 000 ,280 000 , 340 000,,300 000 ,270 000 , 330 000,,290 000 ,260 000 , 320 000,,280 000 ,250 000 , 310 000,,270 000 ,240 000 , 310 000,,270 000 ,230 000 , 300 000,
Democratic People's Republic of Korea,... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication."
Democratic Republic of the Congo,260 000 ,210 000 , 310 000,,290 000 ,240 000 , 350 000,,330 000 ,280 000 , 380 000,,360 000 ,310 000 , 410 000,,390 000 ,340 000 , 450 000,,410 000 ,350 000 , 470 000,,430 000 ,370 000 , 480 000,,440 000 ,380 000 , 490 000,,440 000 ,380 000 , 490 000,,440 000 ,390 000 , 500 000,,440 000 ,380 000 , 490 000,,440 000 ,380 000 , 490 000,,440 000 ,380 000 , 490 000,,430 000 ,380 000 , 490 000,,430 000 ,370 000 , 480 000,,420 000 ,360 000 , 470 000,,420 000 ,360 000 , 470 000,,410 000 ,360 000 , 460 000,,410 000 ,350 000 , 460 000,,400 000 ,350 000 , 450 000,,390 000 ,340 000 , 450 000,,390 000 ,340 000 , 450 000,,380 000 ,340 000 , 440 000,,380 000 ,330 000 , 430 000,,380 000 ,330 000 , 430 000,,370 000 ,320 000 , 420 000,,370 000 ,320 000 , 420 000,,370 000 ,320 000 , 420 000,,370 000 ,320 000 , 420 000,,360 000 ,310 000 , 420 000,,360 000 ,310 000 , 420 000,
Denmark,1100 ,<1000 , 1400,"Children estimates were not available at the time of publication.",1400 ,1200 , 1600,"Children estimates were not available at the time of publication.",1700 ,1400 , 1900,"Children estimates were not available at the time of publication.",1900 ,1600 , 2200,"Children estimates were not available at the time of publication.",2100 ,1800 , 2400,"Children estimates were not available at the time of publication.",2300 ,2000 , 2600,"Children estimates were not available at the time of publication.",2400 ,2100 , 2700,"Children estimates were not available at the time of publication.",2500 ,2200 , 2800,"Children estimates were not available at the time of publication.",2600 ,2300 , 3000,"Children estimates were not available at the time of publication.",2800 ,2400 , 3100,"Children estimates were not available at the time of publication.",2900 ,2500 , 3300,"Children estimates were not available at the time of publication.",3000 ,2600 , 3400,"Children estimates were not available at the time of publication.",3100 ,2600 , 3500,"Children estimates were not available at the time of publication.",3200 ,2700 , 3600,"Children estimates were not available at the time of publication.",3200 ,2700 , 3600,"Children estimates were not available at the time of publication.",3300 ,2700 , 3700,"Children estimates were not available at the time of publication.",3300 ,2800 , 3700,"Children estimates were not available at the time of publication.",3400 ,2800 , 3800,"Children estimates were not available at the time of publication.",3400 ,2800 , 3800,"Children estimates were not available at the time of publication.",3400 ,2900 , 3900,"Children estimates were not available at the time of publication.",3400 ,2900 , 3900,"Children estimates were not available at the time of publication.",3400 ,2900 , 3900,"Children estimates were not available at the time of publication.",3400 ,2900 , 3900,"Children estimates were not available at the time of publication.",3400 ,2900 , 3900,"Children estimates were not available at the time of publication.",3300 ,2800 , 3800,"Children estimates were not available at the time of publication.",3300 ,2800 , 3800,"Children estimates were not available at the time of publication.",3200 ,2700 , 3700,"Children estimates were not available at the time of publication.",3100 ,2600 , 3700,"Children estimates were not available at the time of publication.",3000 ,2500 , 3600,"Children estimates were not available at the time of publication.",2900 ,2400 , 3500,"Children estimates were not available at the time of publication.",2800 ,2300 , 3400,"Children estimates were not available at the time of publication."
Djibouti,<500 ,<100 , <1000,,<500 ,<100 , 1800,,<1000 ,<200 , 2900,,1300 ,<500 , 4400,,2200 ,<500 , 7100,,3500 ,<1000 , 8800,,5200 ,1300 , 11 000,,7200 ,2000 , 13 000,,9200 ,3100 , 14 000,,11 000 ,4600 , 15 000,,12 000 ,6800 , 15 000,,12 000 ,9000 , 15 000,,12 000 ,9200 , 15 000,,12 000 ,8900 , 15 000,,11 000 ,8500 , 14 000,,11 000 ,8200 , 14 000,,10 000 ,7800 , 13 000,,9700 ,7300 , 13 000,,9100 ,6800 , 12 000,,8600 ,6300 , 12 000,,8100 ,5800 , 11 000,,7600 ,5300 , 10 000,,7100 ,5000 , 9700,,6700 ,4600 , 9100,,6200 ,4300 , 8600,,5900 ,4100 , 8100,,5600 ,3900 , 7600,,5300 ,3700 , 7200,,5000 ,3500 , 6900,,4800 ,3300 , 6500,,4500 ,3200 , 6200,
Dominican Republic,18 000 ,11 000 , 28 000,,25 000 ,15 000 , 38 000,,33 000 ,22 000 , 50 000,,42 000 ,29 000 , 61 000,,51 000 ,37 000 , 73 000,,59 000 ,43 000 , 83 000,,66 000 ,50 000 , 90 000,,72 000 ,56 000 , 98 000,,77 000 ,60 000 , 110 000,,80 000 ,62 000 , 110 000,,82 000 ,63 000 , 110 000,,82 000 ,63 000 , 110 000,,82 000 ,62 000 , 110 000,,80 000 ,60 000 , 110 000,,77 000 ,58 000 , 110 000,,73 000 ,55 000 , 100 000,,70 000 ,53 000 , 96 000,,67 000 ,51 000 , 92 000,,65 000 ,49 000 , 88 000,,62 000 ,48 000 , 85 000,,60 000 ,47 000 , 82 000,,59 000 ,46 000 , 79 000,,57 000 ,45 000 , 76 000,,56 000 ,44 000 , 74 000,,55 000 ,44 000 , 72 000,,54 000 ,44 000 , 70 000,,53 000 ,43 000 , 69 000,,52 000 ,42 000 , 67 000,,51 000 ,42 000 , 65 000,,51 000 ,41 000 , 64 000,,50 000 ,40 000 , 64 000,
Ecuador,2800 ,<500 , 6000,,3900 ,<500 , 8300,,5100 ,<1000 , 10 000,,6400 ,1100 , 12 000,,7800 ,1800 , 14 000,,9200 ,2700 , 16 000,,11 000 ,4200 , 19 000,,12 000 ,5600 , 20 000,,14 000 ,7500 , 24 000,,15 000 ,8700 , 25 000,,16 000 ,9800 , 27 000,,18 000 ,12 000 , 28 000,,19 000 ,13 000 , 29 000,,20 000 ,14 000 , 30 000,,21 000 ,15 000 , 31 000,,22 000 ,16 000 , 32 000,,23 000 ,16 000 , 33 000,,23 000 ,17 000 , 34 000,,24 000 ,17 000 , 35 000,,25 000 ,17 000 , 36 000,,25 000 ,18 000 , 38 000,,26 000 ,18 000 , 39 000,,27 000 ,19 000 , 40 000,,28 000 ,19 000 , 40 000,,28 000 ,20 000 , 41 000,,29 000 ,20 000 , 42 000,,29 000 ,20 000 , 43 000,,30 000 ,20 000 , 44 000,,31 000 ,21 000 , 45 000,,31 000 ,21 000 , 46 000,,31 000 ,21 000 , 47 000,
Egypt,<200 ,<100 , <200,,<200 ,<100 , <500,,<200 ,<100 , <500,,<500 ,<200 , <500,,<500 ,<200 , <500,,<500 ,<500 , <500,,<500 ,<500 , <1000,,<1000 ,<500 , <1000,,<1000 ,<500 , <1000,,<1000 ,<1000 , 1000,,<1000 ,<1000 , 1200,,1100 ,<1000 , 1400,,1300 ,<1000 , 1700,,1500 ,1100 , 1900,,1800 ,1300 , 2300,,2100 ,1600 , 2600,,2500 ,1900 , 3100,,2900 ,2300 , 3600,,3500 ,2800 , 4100,,4100 ,3400 , 4800,,4800 ,4000 , 5500,,5600 ,4800 , 6400,,6500 ,5800 , 7400,,7600 ,6800 , 8500,,8900 ,8100 , 9700,,10 000 ,9600 , 11 000,,12 000 ,11 000 , 13 000,,14 000 ,13 000 , 15 000,,16 000 ,15 000 , 17 000,,18 000 ,17 000 , 19 000,,20 000 ,19 000 , 22 000,
El Salvador,<1000 ,<1000 , 1200,,1200 ,<1000 , 1700,,1700 ,1400 , 2400,,2400 ,2100 , 3300,,3300 ,2800 , 4200,,4200 ,3700 , 5200,,5200 ,4700 , 6200,,6300 ,5800 , 7400,,7400 ,6800 , 8500,,8400 ,7800 , 9400,,9400 ,8800 , 10 000,,10 000 ,9700 , 11 000,,11 000 ,11 000 , 12 000,,12 000 ,11 000 , 13 000,,13 000 ,12 000 , 14 000,,14 000 ,13 000 , 14 000,,14 000 ,14 000 , 15 000,,15 000 ,14 000 , 16 000,,16 000 ,15 000 , 17 000,,17 000 ,15 000 , 17 000,,17 000 ,16 000 , 18 000,,18 000 ,16 000 , 18 000,,18 000 ,17 000 , 19 000,,18 000 ,17 000 , 19 000,,18 000 ,17 000 , 19 000,,18 000 ,17 000 , 20 000,,18 000 ,17 000 , 19 000,,18 000 ,16 000 , 19 000,,18 000 ,16 000 , 19 000,,17 000 ,15 000 , 18 000,,17 000 ,15 000 , 18 000,
Equatorial Guinea,1400 ,<1000 , 2900,,1800 ,<1000 , 3600,,2300 ,1100 , 4300,,2900 ,1400 , 5200,,3600 ,1900 , 6100,,4400 ,2400 , 7300,,5200 ,3100 , 8600,,6200 ,3800 , 9900,,7300 ,4700 , 11 000,,8500 ,5700 , 13 000,,9700 ,6700 , 14 000,,11 000 ,7900 , 15 000,,12 000 ,9200 , 17 000,,14 000 ,11 000 , 18 000,,16 000 ,12 000 , 20 000,,17 000 ,14 000 , 22 000,,19 000 ,16 000 , 24 000,,21 000 ,18 000 , 26 000,,24 000 ,20 000 , 29 000,,27 000 ,22 000 , 32 000,,29 000 ,25 000 , 35 000,,32 000 ,28 000 , 39 000,,35 000 ,30 000 , 43 000,,38 000 ,32 000 , 46 000,,41 000 ,35 000 , 51 000,,45 000 ,37 000 , 55 000,,47 000 ,39 000 , 60 000,,50 000 ,40 000 , 65 000,,53 000 ,41 000 , 70 000,,55 000 ,43 000 , 76 000,,58 000 ,44 000 , 81 000,
Eritrea,8400 ,3000 , 15 000,,10 000 ,4100 , 17 000,,11 000 ,5100 , 18 000,,12 000 ,6100 , 18 000,,13 000 ,7300 , 18 000,,13 000 ,8300 , 18 000,,13 000 ,9300 , 18 000,,14 000 ,9900 , 18 000,,14 000 ,10 000 , 18 000,,14 000 ,11 000 , 18 000,,15 000 ,11 000 , 19 000,,15 000 ,12 000 , 20 000,,16 000 ,12 000 , 21 000,,16 000 ,12 000 , 21 000,,16 000 ,12 000 , 21 000,,16 000 ,12 000 , 21 000,,15 000 ,12 000 , 20 000,,15 000 ,11 000 , 19 000,,14 000 ,11 000 , 19 000,,14 000 ,10 000 , 18 000,,13 000 ,10 000 , 17 000,,12 000 ,9700 , 16 000,,12 000 ,9200 , 16 000,,12 000 ,8900 , 15 000,,11 000 ,8400 , 15 000,,11 000 ,8100 , 14 000,,10 000 ,7600 , 13 000,,9800 ,7300 , 13 000,,9400 ,7000 , 13 000,,8900 ,6600 , 12 000,,8500 ,6300 , 12 000,
Estonia,<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<500 ,<200 , <500,"Children estimates were not available at the time of publication.",1400 ,1100 , 1500,"Children estimates were not available at the time of publication.",2200 ,1900 , 2400,"Children estimates were not available at the time of publication.",2800 ,2600 , 3100,"Children estimates were not available at the time of publication.",3300 ,3100 , 3600,"Children estimates were not available at the time of publication.",3700 ,3400 , 4000,"Children estimates were not available at the time of publication.",4000 ,3700 , 4300,"Children estimates were not available at the time of publication.",4200 ,3900 , 4600,"Children estimates were not available at the time of publication.",4400 ,4000 , 4800,"Children estimates were not available at the time of publication.",4500 ,4000 , 4900,"Children estimates were not available at the time of publication.",4500 ,4100 , 5000,"Children estimates were not available at the time of publication.",4600 ,4100 , 5100,"Children estimates were not available at the time of publication.",4600 ,4200 , 5100,"Children estimates were not available at the time of publication.",4600 ,4200 , 5100,"Children estimates were not available at the time of publication.",4600 ,4100 , 5000,"Children estimates were not available at the time of publication.",4600 ,4100 , 5000,"Children estimates were not available at the time of publication.",4500 ,4000 , 4900,"Children estimates were not available at the time of publication.",4500 ,3900 , 4900,"Children estimates were not available at the time of publication.",4400 ,3900 , 4800,"Children estimates were not available at the time of publication.",4300 ,3800 , 4800,"Children estimates were not available at the time of publication.",4200 ,3700 , 4700,"Children estimates were not available at the time of publication."
Eswatini,3800 ,2900 , 5100,,7700 ,5900 , 10 000,,14 000 ,11 000 , 19 000,,24 000 ,19 000 , 31 000,,37 000 ,30 000 , 46 000,,50 000 ,42 000 , 61 000,,64 000 ,55 000 , 75 000,,76 000 ,67 000 , 86 000,,87 000 ,78 000 , 95 000,,95 000 ,86 000 , 100 000,,100 000 ,94 000 , 110 000,,110 000 ,100 000 , 120 000,,110 000 ,110 000 , 120 000,,120 000 ,110 000 , 120 000,,120 000 ,120 000 , 130 000,,120 000 ,120 000 , 130 000,,130 000 ,120 000 , 130 000,,130 000 ,130 000 , 140 000,,140 000 ,130 000 , 140 000,,140 000 ,140 000 , 140 000,,140 000 ,140 000 , 150 000,,150 000 ,140 000 , 150 000,,150 000 ,150 000 , 150 000,,150 000 ,150 000 , 160 000,,160 000 ,150 000 , 160 000,,160 000 ,150 000 , 160 000,,160 000 ,150 000 , 170 000,,160 000 ,150 000 , 170 000,,160 000 ,150 000 , 170 000,,160 000 ,150 000 , 170 000,,160 000 ,150 000 , 170 000,
Ethiopia,290 000 ,230 000 , 360 000,,370 000 ,290 000 , 450 000,,440 000 ,350 000 , 550 000,,510 000 ,400 000 , 640 000,,570 000 ,450 000 , 700 000,,610 000 ,480 000 , 750 000,,630 000 ,500 000 , 780 000,,640 000 ,510 000 , 800 000,,640 000 ,510 000 , 800 000,,640 000 ,500 000 , 790 000,,630 000 ,490 000 , 770 000,,610 000 ,480 000 , 750 000,,590 000 ,460 000 , 720 000,,560 000 ,440 000 , 700 000,,540 000 ,420 000 , 670 000,,520 000 ,410 000 , 640 000,,500 000 ,390 000 , 620 000,,490 000 ,380 000 , 600 000,,480 000 ,380 000 , 600 000,,480 000 ,380 000 , 590 000,,480 000 ,380 000 , 590 000,,480 000 ,380 000 , 600 000,,480 000 ,380 000 , 600 000,,480 000 ,380 000 , 600 000,,480 000 ,380 000 , 600 000,,480 000 ,380 000 , 590 000,,470 000 ,370 000 , 580 000,,460 000 ,360 000 , 570 000,,450 000 ,360 000 , 560 000,,450 000 ,350 000 , 550 000,,440 000 ,340 000 , 540 000,
Fiji,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <200,,<100 ,<100 , <500,,<100 ,<100 , <500,,<100 ,<100 , <500,,<200 ,<100 , <500,,<200 ,<100 , <1000,,<200 ,<100 , <1000,,<200 ,<200 , <1000,,<200 ,<200 , <1000,,<200 ,<200 , <1000,,<500 ,<200 , <1000,,<500 ,<200 , <1000,,<500 ,<500 , <1000,,<500 ,<500 , <1000,,<500 ,<500 , <1000,,<500 ,<500 , <1000,,<500 ,<500 , <1000,,<500 ,<500 , <1000,,<1000 ,<500 , <1000,,<1000 ,<500 , 1000,,<1000 ,<500 , 1100,,<1000 ,<1000 , 1300,,<1000 ,<1000 , 1500,,<1000 ,<1000 , 1600,,<1000 ,<1000 , 1900,,1000 ,<1000 , 2100,
Finland,... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication."
France,... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication."
Gabon,4600 ,2200 , 8000,,6200 ,3200 , 11 000,,8300 ,4400 , 15 000,,11 000 ,5800 , 18 000,,14 000 ,7600 , 22 000,,17 000 ,10 000 , 27 000,,21 000 ,13 000 , 32 000,,24 000 ,15 000 , 36 000,,27 000 ,18 000 , 40 000,,29 000 ,20 000 , 42 000,,31 000 ,22 000 , 43 000,,32 000 ,23 000 , 45 000,,33 000 ,25 000 , 46 000,,34 000 ,26 000 , 46 000,,34 000 ,26 000 , 46 000,,34 000 ,27 000 , 45 000,,35 000 ,28 000 , 45 000,,35 000 ,28 000 , 45 000,,36 000 ,29 000 , 45 000,,36 000 ,30 000 , 45 000,,37 000 ,30 000 , 45 000,,37 000 ,31 000 , 45 000,,37 000 ,31 000 , 45 000,,38 000 ,32 000 , 45 000,,38 000 ,32 000 , 44 000,,38 000 ,32 000 , 44 000,,37 000 ,31 000 , 44 000,,37 000 ,30 000 , 44 000,,36 000 ,30 000 , 43 000,,35 000 ,29 000 , 42 000,,34 000 ,28 000 , 41 000,
Gambia,<1000 ,<500 , 1200,,<1000 ,<500 , 1600,,1200 ,<1000 , 2200,,1700 ,1000 , 2900,,2400 ,1600 , 3800,,3300 ,2200 , 4800,,4200 ,2900 , 5800,,5300 ,3900 , 7100,,6500 ,4800 , 8500,,7800 ,5800 , 10 000,,8900 ,6700 , 11 000,,10 000 ,7600 , 13 000,,11 000 ,8400 , 14 000,,12 000 ,9300 , 15 000,,13 000 ,10 000 , 16 000,,13 000 ,11 000 , 17 000,,14 000 ,11 000 , 17 000,,15 000 ,12 000 , 18 000,,15 000 ,12 000 , 18 000,,16 000 ,13 000 , 19 000,,16 000 ,13 000 , 20 000,,17 000 ,14 000 , 20 000,,17 000 ,14 000 , 21 000,,18 000 ,14 000 , 21 000,,18 000 ,15 000 , 22 000,,18 000 ,15 000 , 23 000,,19 000 ,15 000 , 23 000,,19 000 ,16 000 , 24 000,,19 000 ,16 000 , 25 000,,20 000 ,16 000 , 25 000,,20 000 ,16 000 , 26 000,
Georgia,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <200,,<200 ,<100 , <500,,<500 ,<200 , <500,,<500 ,<500 , <1000,,<1000 ,<1000 , <1000,,<1000 ,<1000 , 1100,,1200 ,1000 , 1400,,1500 ,1300 , 1700,,1900 ,1600 , 2100,,2200 ,2000 , 2400,,2600 ,2300 , 2800,,3000 ,2700 , 3200,,3400 ,3100 , 3600,,3700 ,3500 , 4000,,4100 ,3900 , 4400,,4500 ,4300 , 4800,,4900 ,4600 , 5300,,5300 ,4900 , 5700,,5700 ,5200 , 6100,,6000 ,5400 , 6600,,6300 ,5600 , 7000,
Germany,34 000 ,28 000 , 40 000,"Children estimates were not available at the time of publication.",35 000 ,29 000 , 41 000,"Children estimates were not available at the time of publication.",35 000 ,29 000 , 42 000,"Children estimates were not available at the time of publication.",34 000 ,28 000 , 41 000,"Children estimates were not available at the time of publication.",34 000 ,28 000 , 41 000,"Children estimates were not available at the time of publication.",33 000 ,28 000 , 40 000,"Children estimates were not available at the time of publication.",34 000 ,29 000 , 41 000,"Children estimates were not available at the time of publication.",35 000 ,29 000 , 42 000,"Children estimates were not available at the time of publication.",36 000 ,30 000 , 43 000,"Children estimates were not available at the time of publication.",37 000 ,30 000 , 43 000,"Children estimates were not available at the time of publication.",37 000 ,31 000 , 44 000,"Children estimates were not available at the time of publication.",38 000 ,32 000 , 45 000,"Children estimates were not available at the time of publication.",39 000 ,32 000 , 46 000,"Children estimates were not available at the time of publication.",40 000 ,33 000 , 47 000,"Children estimates were not available at the time of publication.",41 000 ,34 000 , 48 000,"Children estimates were not available at the time of publication.",42 000 ,35 000 , 49 000,"Children estimates were not available at the time of publication.",43 000 ,36 000 , 50 000,"Children estimates were not available at the time of publication.",43 000 ,36 000 , 51 000,"Children estimates were not available at the time of publication.",44 000 ,36 000 , 51 000,"Children estimates were not available at the time of publication.",44 000 ,36 000 , 51 000,"Children estimates were not available at the time of publication.",43 000 ,36 000 , 51 000,"Children estimates were not available at the time of publication.",43 000 ,35 000 , 51 000,"Children estimates were not available at the time of publication.",43 000 ,35 000 , 51 000,"Children estimates were not available at the time of publication.",42 000 ,35 000 , 51 000,"Children estimates were not available at the time of publication.",42 000 ,34 000 , 51 000,"Children estimates were not available at the time of publication.",42 000 ,34 000 , 50 000,"Children estimates were not available at the time of publication.",42 000 ,33 000 , 50 000,"Children estimates were not available at the time of publication.",41 000 ,33 000 , 50 000,"Children estimates were not available at the time of publication.",41 000 ,33 000 , 49 000,"Children estimates were not available at the time of publication.",41 000 ,33 000 , 49 000,"Children estimates were not available at the time of publication.",41 000 ,33 000 , 49 000,"Children estimates were not available at the time of publication."
