Country,1990,1990_lower, 1990_upper, 1990_Footnote, 1991,1991_lower, 1991_upper, 1991_Footnote, 1992,1992_lower, 1992_upper, 1992_Footnote, 1993,1993_lower, 1993_upper, 1993_Footnote, 1994,1994_lower, 1994_upper, 1994_Footnote, 1995,1995_lower, 1995_upper, 1995_Footnote, 1996,1996_lower, 1996_upper, 1996_Footnote, 1997,1997_lower, 1997_upper, 1997_Footnote, 1998,1998_lower, 1998_upper, 1998_Footnote, 1999,1999_lower, 1999_upper, 1999_Footnote, 2000,2000_lower, 2000_upper, 2000_Footnote, 2001,2001_lower, 2001_upper, 2001_Footnote, 2002,2002_lower, 2002_upper, 2002_Footnote, 2003,2003_lower, 2003_upper, 2003_Footnote, 2004,2004_lower, 2004_upper, 2004_Footnote, 2005,2005_lower, 2005_upper, 2005_Footnote, 2006,2006_lower, 2006_upper, 2006_Footnote, 2007,2007_lower, 2007_upper, 2007_Footnote, 2008,2008_lower, 2008_upper, 2008_Footnote, 2009,2009_lower, 2009_upper, 2009_Footnote, 2010,2010_lower, 2010_upper, 2010_Footnote, 2011,2011_lower, 2011_upper, 2011_Footnote, 2012,2012_lower, 2012_upper, 2012_Footnote, 2013,2013_lower, 2013_upper, 2013_Footnote, 2014,2014_lower, 2014_upper, 2014_Footnote, 2015,2015_lower, 2015_upper, 2015_Footnote, 2016,2016_lower, 2016_upper, 2016_Footnote, 2017,2017_lower, 2017_upper, 2017_Footnote, 2018,2018_lower, 2018_upper, 2018_Footnote, 2019,2019_lower, 2019_upper, 2019_Footnote, 2020,2020_lower, 2020_upper, 2020_Footnote
Comoros,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <200,,<100 ,<100 , <200,,<100 ,<100 , <200,,<100 ,<100 , <200,,<100 ,<100 , <200,,<100 ,<100 , <200,,<100 ,<100 , <200,,<100 ,<100 , <200,,<100 ,<100 , <200,,<100 ,<100 , <200,,<100 ,<100 , <200,,<100 ,<100 , <200,,<100 ,<100 , <200,,<100 ,<100 , <200,,<100 ,<100 , <200,
Congo,27 000 ,21 000 , 36 000,,32 000 ,26 000 , 42 000,,35 000 ,29 000 , 47 000,,39 000 ,31 000 , 50 000,,41 000 ,33 000 , 52 000,,43 000 ,36 000 , 54 000,,44 000 ,37 000 , 55 000,,45 000 ,38 000 , 56 000,,46 000 ,39 000 , 56 000,,47 000 ,39 000 , 56 000,,47 000 ,39 000 , 55 000,,47 000 ,39 000 , 55 000,,47 000 ,40 000 , 54 000,,46 000 ,40 000 , 54 000,,47 000 ,41 000 , 53 000,,47 000 ,40 000 , 53 000,,47 000 ,41 000 , 54 000,,47 000 ,40 000 , 54 000,,48 000 ,41 000 , 55 000,,48 000 ,41 000 , 56 000,,49 000 ,41 000 , 56 000,,50 000 ,41 000 , 58 000,,51 000 ,42 000 , 60 000,,52 000 ,42 000 , 62 000,,53 000 ,43 000 , 65 000,,54 000 ,42 000 , 68 000,,56 000 ,42 000 , 72 000,,57 000 ,42 000 , 76 000,,59 000 ,42 000 , 84 000,,61 000 ,42 000 , 90 000,,63 000 ,41 000 , 97 000,
Costa Rica,<1000 ,<500 , <1000,,<1000 ,<1000 , <1000,,<1000 ,<1000 , <1000,,<1000 ,<1000 , <1000,,<1000 ,<1000 , <1000,,<1000 ,<1000 , 1000,,1000 ,<1000 , 1100,,1100 ,1100 , 1200,,1200 ,1100 , 1300,,1300 ,1200 , 1400,,1400 ,1300 , 1500,,1500 ,1400 , 1600,,1600 ,1500 , 1700,,1700 ,1700 , 1900,,1900 ,1800 , 2000,,2000 ,1900 , 2100,,2100 ,2000 , 2200,,2200 ,2100 , 2300,,2300 ,2200 , 2400,,2400 ,2300 , 2500,,2500 ,2400 , 2600,,2600 ,2500 , 2700,,2700 ,2600 , 2900,,2900 ,2700 , 3000,,3100 ,2900 , 3200,,3200 ,3100 , 3400,,3500 ,3300 , 3700,,3800 ,3600 , 4000,,4100 ,3900 , 4400,,4500 ,4300 , 4800,,5000 ,4700 , 5300,
Croatia,<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <200,"Children estimates were not available at the time of publication.",<100 ,<100 , <200,"Children estimates were not available at the time of publication.",<100 ,<100 , <200,"Children estimates were not available at the time of publication.",<100 ,<100 , <200,"Children estimates were not available at the time of publication.",<100 ,<100 , <200,"Children estimates were not available at the time of publication.",<100 ,<100 , <200,"Children estimates were not available at the time of publication.",<100 ,<100 , <200,"Children estimates were not available at the time of publication.",<100 ,<100 , <200,"Children estimates were not available at the time of publication."
Cuba,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<500 , <1000,,<500 ,<500 , <1000,,<1000 ,<500 , <1000,,<1000 ,<1000 , <1000,,<1000 ,<1000 , <1000,,<1000 ,<1000 , <1000,,<1000 ,<1000 , 1100,,1200 ,1100 , 1300,,1400 ,1300 , 1600,,1800 ,1600 , 1900,,2200 ,2000 , 2400,,2700 ,2400 , 2800,,3200 ,3000 , 3400,,3700 ,3500 , 4000,,4300 ,4000 , 4600,,4900 ,4600 , 5200,,5500 ,5100 , 5700,,6000 ,5700 , 6300,,6600 ,6300 , 6800,,7100 ,6800 , 7300,,7500 ,7200 , 7800,,8000 ,7600 , 8300,,8400 ,8000 , 8700,,8700 ,8300 , 9100,,9000 ,8600 , 9400,,9300 ,8900 , 9700,,9500 ,9100 , 10 000,,9700 ,9200 , 10 000,,9900 ,9400 , 10 000,
Cyprus,... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication."
Czechia,... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication."
Côte d'Ivoire,110 000 ,75 000 , 170 000,,140 000 ,99 000 , 210 000,,180 000 ,130 000 , 250 000,,210 000 ,160 000 , 280 000,,240 000 ,190 000 , 310 000,,270 000 ,220 000 , 330 000,,290 000 ,250 000 , 350 000,,310 000 ,270 000 , 360 000,,320 000 ,280 000 , 360 000,,320 000 ,280 000 , 360 000,,320 000 ,280 000 , 360 000,,310 000 ,280 000 , 350 000,,300 000 ,270 000 , 340 000,,290 000 ,260 000 , 330 000,,280 000 ,250 000 , 310 000,,270 000 ,240 000 , 300 000,,260 000 ,230 000 , 290 000,,250 000 ,220 000 , 280 000,,240 000 ,220 000 , 270 000,,240 000 ,210 000 , 260 000,,230 000 ,210 000 , 260 000,,230 000 ,200 000 , 250 000,,220 000 ,200 000 , 250 000,,220 000 ,190 000 , 240 000,,210 000 ,190 000 , 240 000,,210 000 ,180 000 , 230 000,,200 000 ,180 000 , 230 000,,200 000 ,170 000 , 220 000,,190 000 ,170 000 , 220 000,,190 000 ,160 000 , 210 000,,180 000 ,160 000 , 210 000,
Democratic People's Republic of Korea,... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication."
Democratic Republic of the Congo,180 000 ,150 000 , 220 000,,210 000 ,180 000 , 250 000,,240 000 ,200 000 , 270 000,,260 000 ,220 000 , 300 000,,280 000 ,240 000 , 320 000,,300 000 ,260 000 , 340 000,,310 000 ,270 000 , 350 000,,320 000 ,280 000 , 350 000,,320 000 ,280 000 , 360 000,,320 000 ,280 000 , 360 000,,320 000 ,280 000 , 360 000,,320 000 ,280 000 , 360 000,,320 000 ,280 000 , 360 000,,310 000 ,270 000 , 350 000,,310 000 ,270 000 , 340 000,,300 000 ,260 000 , 340 000,,300 000 ,260 000 , 340 000,,290 000 ,260 000 , 330 000,,290 000 ,250 000 , 330 000,,280 000 ,250 000 , 320 000,,280 000 ,240 000 , 320 000,,280 000 ,240 000 , 310 000,,270 000 ,230 000 , 310 000,,270 000 ,230 000 , 310 000,,270 000 ,230 000 , 300 000,,260 000 ,230 000 , 300 000,,260 000 ,220 000 , 300 000,,260 000 ,220 000 , 300 000,,260 000 ,220 000 , 300 000,,260 000 ,220 000 , 300 000,,260 000 ,220 000 , 300 000,
Denmark,<500 ,<500 , <500,"Children estimates were not available at the time of publication.",<500 ,<500 , <500,"Children estimates were not available at the time of publication.",<500 ,<500 , <500,"Children estimates were not available at the time of publication.",<500 ,<500 , <1000,"Children estimates were not available at the time of publication.",<1000 ,<500 , <1000,"Children estimates were not available at the time of publication.",<1000 ,<1000 , <1000,"Children estimates were not available at the time of publication.",<1000 ,<1000 , <1000,"Children estimates were not available at the time of publication.",<1000 ,<1000 , <1000,"Children estimates were not available at the time of publication.",<1000 ,<1000 , <1000,"Children estimates were not available at the time of publication.",<1000 ,<1000 , <1000,"Children estimates were not available at the time of publication.",<1000 ,<1000 , <1000,"Children estimates were not available at the time of publication.",<1000 ,<1000 , <1000,"Children estimates were not available at the time of publication.",<1000 ,<1000 , <1000,"Children estimates were not available at the time of publication.",<1000 ,<1000 , <1000,"Children estimates were not available at the time of publication.",<1000 ,<1000 , 1000,"Children estimates were not available at the time of publication.",<1000 ,<1000 , 1000,"Children estimates were not available at the time of publication.",<1000 ,<1000 , 1000,"Children estimates were not available at the time of publication.",<1000 ,<1000 , 1100,"Children estimates were not available at the time of publication.",<1000 ,<1000 , 1100,"Children estimates were not available at the time of publication.",<1000 ,<1000 , 1100,"Children estimates were not available at the time of publication.",<1000 ,<1000 , 1100,"Children estimates were not available at the time of publication.",<1000 ,<1000 , 1100,"Children estimates were not available at the time of publication.",<1000 ,<1000 , 1100,"Children estimates were not available at the time of publication.",<1000 ,<1000 , 1100,"Children estimates were not available at the time of publication.",<1000 ,<1000 , 1000,"Children estimates were not available at the time of publication.",<1000 ,<1000 , 1000,"Children estimates were not available at the time of publication.",<1000 ,<1000 , <1000,"Children estimates were not available at the time of publication.",<1000 ,<1000 , <1000,"Children estimates were not available at the time of publication.",<1000 ,<1000 , <1000,"Children estimates were not available at the time of publication.",<1000 ,<1000 , <1000,"Children estimates were not available at the time of publication.",<1000 ,<1000 , <1000,"Children estimates were not available at the time of publication."
Djibouti,<200 ,<100 , <500,,<500 ,<100 , <1000,,<500 ,<100 , 1500,,<1000 ,<200 , 2300,,1200 ,<500 , 3600,,1900 ,<500 , 4700,,2800 ,<1000 , 6100,,4000 ,1100 , 7200,,5100 ,1700 , 7900,,5900 ,2500 , 8400,,6400 ,3800 , 8500,,6700 ,5000 , 8600,,6800 ,5100 , 8500,,6600 ,4900 , 8300,,6400 ,4800 , 8100,,6100 ,4600 , 7700,,5800 ,4300 , 7400,,5500 ,4100 , 7100,,5200 ,3800 , 6800,,4900 ,3600 , 6500,,4600 ,3400 , 6200,,4300 ,3100 , 5800,,4000 ,2900 , 5500,,3800 ,2700 , 5100,,3600 ,2500 , 4800,,3400 ,2400 , 4600,,3200 ,2200 , 4300,,3000 ,2100 , 4100,,2900 ,2000 , 3900,,2700 ,1900 , 3700,,2600 ,1800 , 3500,
Dominican Republic,7500 ,4400 , 12 000,,11 000 ,6800 , 16 000,,14 000 ,9600 , 21 000,,19 000 ,13 000 , 27 000,,23 000 ,16 000 , 33 000,,27 000 ,19 000 , 37 000,,30 000 ,22 000 , 41 000,,33 000 ,25 000 , 45 000,,36 000 ,27 000 , 48 000,,37 000 ,29 000 , 51 000,,38 000 ,29 000 , 52 000,,39 000 ,30 000 , 53 000,,38 000 ,29 000 , 53 000,,38 000 ,29 000 , 52 000,,37 000 ,27 000 , 50 000,,35 000 ,26 000 , 48 000,,34 000 ,25 000 , 46 000,,33 000 ,25 000 , 44 000,,32 000 ,24 000 , 43 000,,31 000 ,24 000 , 42 000,,30 000 ,24 000 , 41 000,,30 000 ,23 000 , 40 000,,29 000 ,23 000 , 39 000,,29 000 ,23 000 , 38 000,,29 000 ,23 000 , 38 000,,28 000 ,23 000 , 37 000,,28 000 ,23 000 , 36 000,,28 000 ,23 000 , 36 000,,27 000 ,22 000 , 35 000,,27 000 ,22 000 , 34 000,,27 000 ,22 000 , 34 000,
Ecuador,<1000 ,<100 , 1100,,<1000 ,<100 , 1500,,1000 ,<200 , 2000,,1400 ,<500 , 2600,,1700 ,<500 , 3200,,2100 ,<1000 , 3800,,2500 ,1000 , 4500,,2900 ,1400 , 5100,,3300 ,1800 , 5600,,3700 ,2300 , 6300,,4100 ,2600 , 6800,,4500 ,2900 , 7200,,4900 ,3300 , 7300,,5200 ,3600 , 7500,,5600 ,4000 , 8100,,5900 ,4200 , 8600,,6200 ,4400 , 9100,,6400 ,4600 , 9600,,6700 ,4800 , 9800,,6900 ,4900 , 10 000,,7300 ,5100 , 11 000,,7600 ,5300 , 11 000,,7900 ,5500 , 12 000,,8300 ,5800 , 12 000,,8600 ,6000 , 13 000,,9000 ,6200 , 13 000,,9400 ,6400 , 14 000,,9700 ,6600 , 14 000,,10 000 ,6700 , 15 000,,10 000 ,6800 , 15 000,,10 000 ,6800 , 16 000,
Egypt,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <200,,<100 ,<100 , <200,,<200 ,<100 , <200,,<200 ,<100 , <200,,<200 ,<200 , <500,,<500 ,<200 , <500,,<500 ,<200 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<500 , <1000,,<1000 ,<500 , <1000,,<1000 ,<500 , <1000,,<1000 ,<1000 , <1000,,<1000 ,<1000 , 1000,,1000 ,<1000 , 1200,,1200 ,1100 , 1400,,1500 ,1300 , 1600,,1800 ,1600 , 1900,,2100 ,1900 , 2200,,2400 ,2300 , 2600,,2900 ,2700 , 3000,,3300 ,3200 , 3500,,3800 ,3700 , 4000,,4400 ,4200 , 4600,
El Salvador,<500 ,<500 , <500,,<1000 ,<500 , <1000,,<1000 ,<1000 , 1100,,1100 ,<1000 , 1500,,1500 ,1300 , 1900,,2000 ,1700 , 2400,,2500 ,2200 , 2900,,3000 ,2700 , 3500,,3600 ,3300 , 4100,,4100 ,3800 , 4600,,4600 ,4300 , 5100,,5100 ,4800 , 5500,,5600 ,5200 , 6000,,6000 ,5600 , 6400,,6400 ,6100 , 6800,,6800 ,6400 , 7200,,7200 ,6800 , 7600,,7600 ,7100 , 8000,,8000 ,7400 , 8400,,8300 ,7700 , 8700,,8600 ,8000 , 9000,,8900 ,8300 , 9300,,9100 ,8500 , 9500,,9300 ,8700 , 9700,,9400 ,8800 , 9900,,9500 ,8800 , 10 000,,9400 ,8700 , 10 000,,9300 ,8600 , 9900,,9100 ,8400 , 9700,,8900 ,8100 , 9500,,8600 ,7800 , 9200,
Equatorial Guinea,<1000 ,<500 , 1500,,1000 ,<500 , 1900,,1300 ,<1000 , 2300,,1600 ,<1000 , 2800,,2000 ,1000 , 3500,,2400 ,1300 , 4100,,2900 ,1700 , 4800,,3400 ,2100 , 5500,,4000 ,2500 , 6100,,4600 ,3000 , 6800,,5200 ,3600 , 7500,,5900 ,4200 , 8300,,6600 ,4900 , 8900,,7400 ,5500 , 9600,,8200 ,6300 , 10 000,,9100 ,7200 , 11 000,,10 000 ,8200 , 12 000,,11 000 ,9100 , 13 000,,12 000 ,10 000 , 15 000,,14 000 ,11 000 , 16 000,,15 000 ,12 000 , 18 000,,16 000 ,14 000 , 19 000,,18 000 ,15 000 , 21 000,,19 000 ,16 000 , 23 000,,21 000 ,18 000 , 26 000,,23 000 ,19 000 , 28 000,,24 000 ,20 000 , 31 000,,26 000 ,21 000 , 34 000,,28 000 ,22 000 , 37 000,,30 000 ,23 000 , 40 000,,31 000 ,24 000 , 43 000,
Eritrea,4800 ,1700 , 8700,,5700 ,2400 , 9700,,6500 ,3000 , 10 000,,7200 ,3600 , 11 000,,7600 ,4300 , 11 000,,7900 ,5000 , 11 000,,8100 ,5600 , 11 000,,8200 ,6000 , 11 000,,8500 ,6200 , 11 000,,8700 ,6500 , 11 000,,9100 ,6800 , 12 000,,9500 ,7200 , 12 000,,9800 ,7500 , 13 000,,10 000 ,7600 , 13 000,,10 000 ,7700 , 13 000,,9800 ,7500 , 13 000,,9500 ,7200 , 12 000,,9100 ,7000 , 12 000,,8800 ,6800 , 11 000,,8400 ,6600 , 11 000,,8100 ,6300 , 11 000,,7700 ,6000 , 10 000,,7400 ,5700 , 9600,,7100 ,5500 , 9400,,6900 ,5300 , 9200,,6600 ,5100 , 9000,,6400 ,4900 , 8700,,6100 ,4700 , 8300,,5900 ,4500 , 8000,,5700 ,4300 , 7700,,5500 ,4100 , 7400,
Estonia,<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<200 ,<100 , <200,"Children estimates were not available at the time of publication.",<1000 ,<500 , <1000,"Children estimates were not available at the time of publication.",<1000 ,<1000 , <1000,"Children estimates were not available at the time of publication.",1100 ,<1000 , 1200,"Children estimates were not available at the time of publication.",1300 ,1200 , 1400,"Children estimates were not available at the time of publication.",1400 ,1300 , 1500,"Children estimates were not available at the time of publication.",1500 ,1400 , 1600,"Children estimates were not available at the time of publication.",1600 ,1500 , 1800,"Children estimates were not available at the time of publication.",1700 ,1600 , 1800,"Children estimates were not available at the time of publication.",1700 ,1600 , 1900,"Children estimates were not available at the time of publication.",1800 ,1700 , 1900,"Children estimates were not available at the time of publication.",1800 ,1700 , 2000,"Children estimates were not available at the time of publication.",1800 ,1700 , 2000,"Children estimates were not available at the time of publication.",1800 ,1700 , 2000,"Children estimates were not available at the time of publication.",1800 ,1700 , 2000,"Children estimates were not available at the time of publication.",1800 ,1700 , 2000,"Children estimates were not available at the time of publication.",1800 ,1700 , 2000,"Children estimates were not available at the time of publication.",1800 ,1700 , 1900,"Children estimates were not available at the time of publication.",1800 ,1700 , 1900,"Children estimates were not available at the time of publication.",1800 ,1700 , 1900,"Children estimates were not available at the time of publication.",1800 ,1600 , 1900,"Children estimates were not available at the time of publication."
Eswatini,1900 ,1400 , 2600,,4100 ,3100 , 5500,,7900 ,6100 , 10 000,,14 000 ,11 000 , 18 000,,21 000 ,18 000 , 27 000,,30 000 ,25 000 , 36 000,,38 000 ,33 000 , 44 000,,46 000 ,40 000 , 52 000,,53 000 ,47 000 , 58 000,,59 000 ,53 000 , 63 000,,63 000 ,58 000 , 68 000,,68 000 ,62 000 , 72 000,,71 000 ,66 000 , 75 000,,74 000 ,70 000 , 78 000,,77 000 ,73 000 , 81 000,,80 000 ,76 000 , 83 000,,82 000 ,79 000 , 86 000,,85 000 ,82 000 , 88 000,,88 000 ,85 000 , 91 000,,91 000 ,88 000 , 94 000,,94 000 ,91 000 , 97 000,,96 000 ,93 000 , 99 000,,98 000 ,95 000 , 100 000,,100 000 ,97 000 , 100 000,,100 000 ,99 000 , 110 000,,100 000 ,100 000 , 110 000,,110 000 ,100 000 , 110 000,,110 000 ,100 000 , 110 000,,110 000 ,100 000 , 110 000,,110 000 ,100 000 , 110 000,,110 000 ,100 000 , 110 000,
Ethiopia,170 000 ,130 000 , 210 000,,220 000 ,170 000 , 270 000,,270 000 ,210 000 , 340 000,,310 000 ,240 000 , 390 000,,350 000 ,270 000 , 440 000,,370 000 ,290 000 , 470 000,,390 000 ,310 000 , 490 000,,400 000 ,310 000 , 500 000,,400 000 ,310 000 , 500 000,,400 000 ,310 000 , 500 000,,390 000 ,310 000 , 500 000,,380 000 ,300 000 , 480 000,,370 000 ,290 000 , 470 000,,360 000 ,280 000 , 450 000,,340 000 ,270 000 , 430 000,,330 000 ,260 000 , 420 000,,320 000 ,250 000 , 400 000,,310 000 ,240 000 , 390 000,,310 000 ,240 000 , 390 000,,310 000 ,240 000 , 380 000,,310 000 ,240 000 , 380 000,,310 000 ,240 000 , 390 000,,310 000 ,240 000 , 390 000,,310 000 ,240 000 , 390 000,,310 000 ,240 000 , 390 000,,310 000 ,240 000 , 380 000,,300 000 ,240 000 , 380 000,,300 000 ,230 000 , 370 000,,290 000 ,230 000 , 370 000,,290 000 ,230 000 , 360 000,,280 000 ,220 000 , 350 000,
Fiji,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <200,,<100 ,<100 , <200,,<100 ,<100 , <500,,<100 ,<100 , <500,,<100 ,<100 , <500,,<100 ,<100 , <500,,<100 ,<100 , <500,,<100 ,<100 , <500,,<100 ,<100 , <500,,<200 ,<100 , <500,,<200 ,<100 , <500,,<200 ,<200 , <500,,<200 ,<200 , <500,,<200 ,<200 , <500,,<500 ,<200 , <500,,<500 ,<200 , <500,,<500 ,<200 , <500,,<500 ,<500 , <500,,<500 ,<500 , <1000,,<500 ,<500 , <1000,,<500 ,<500 , <1000,,<500 ,<500 , <1000,,<500 ,<500 , <1000,,<500 ,<500 , <1000,
