Country,1990,1990_lower, 1990_upper, 1990_Footnote, 1991,1991_lower, 1991_upper, 1991_Footnote, 1992,1992_lower, 1992_upper, 1992_Footnote, 1993,1993_lower, 1993_upper, 1993_Footnote, 1994,1994_lower, 1994_upper, 1994_Footnote, 1995,1995_lower, 1995_upper, 1995_Footnote, 1996,1996_lower, 1996_upper, 1996_Footnote, 1997,1997_lower, 1997_upper, 1997_Footnote, 1998,1998_lower, 1998_upper, 1998_Footnote, 1999,1999_lower, 1999_upper, 1999_Footnote, 2000,2000_lower, 2000_upper, 2000_Footnote, 2001,2001_lower, 2001_upper, 2001_Footnote, 2002,2002_lower, 2002_upper, 2002_Footnote, 2003,2003_lower, 2003_upper, 2003_Footnote, 2004,2004_lower, 2004_upper, 2004_Footnote, 2005,2005_lower, 2005_upper, 2005_Footnote, 2006,2006_lower, 2006_upper, 2006_Footnote, 2007,2007_lower, 2007_upper, 2007_Footnote, 2008,2008_lower, 2008_upper, 2008_Footnote, 2009,2009_lower, 2009_upper, 2009_Footnote, 2010,2010_lower, 2010_upper, 2010_Footnote, 2011,2011_lower, 2011_upper, 2011_Footnote, 2012,2012_lower, 2012_upper, 2012_Footnote, 2013,2013_lower, 2013_upper, 2013_Footnote, 2014,2014_lower, 2014_upper, 2014_Footnote, 2015,2015_lower, 2015_upper, 2015_Footnote, 2016,2016_lower, 2016_upper, 2016_Footnote, 2017,2017_lower, 2017_upper, 2017_Footnote, 2018,2018_lower, 2018_upper, 2018_Footnote, 2019,2019_lower, 2019_upper, 2019_Footnote, 2020,2020_lower, 2020_upper, 2020_Footnote
Democratic People's Republic of Korea,... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication."
Democratic Republic of the Congo,73 000 ,59 000 , 88 000,,82 000 ,67 000 , 98 000,,91 000 ,76 000 , 110 000,,100 000 ,84 000 , 120 000,,110 000 ,90 000 , 120 000,,110 000 ,96 000 , 130 000,,120 000 ,100 000 , 130 000,,120 000 ,100 000 , 140 000,,120 000 ,100 000 , 140 000,,120 000 ,100 000 , 140 000,,120 000 ,100 000 , 140 000,,120 000 ,100 000 , 140 000,,120 000 ,100 000 , 140 000,,120 000 ,100 000 , 140 000,,120 000 ,99 000 , 130 000,,120 000 ,97 000 , 130 000,,120 000 ,96 000 , 130 000,,120 000 ,95 000 , 130 000,,120 000 ,95 000 , 130 000,,110 000 ,94 000 , 130 000,,110 000 ,94 000 , 130 000,,110 000 ,93 000 , 130 000,,110 000 ,91 000 , 130 000,,110 000 ,90 000 , 130 000,,110 000 ,89 000 , 130 000,,110 000 ,88 000 , 120 000,,110 000 ,86 000 , 120 000,,110 000 ,85 000 , 120 000,,110 000 ,84 000 , 120 000,,100 000 ,84 000 , 120 000,,100 000 ,83 000 , 120 000,
Denmark,<1000 ,<1000 , 1000,"Children estimates were not available at the time of publication.",1100 ,<1000 , 1300,"Children estimates were not available at the time of publication.",1300 ,1100 , 1500,"Children estimates were not available at the time of publication.",1400 ,1200 , 1600,"Children estimates were not available at the time of publication.",1600 ,1400 , 1800,"Children estimates were not available at the time of publication.",1700 ,1500 , 1900,"Children estimates were not available at the time of publication.",1800 ,1500 , 2000,"Children estimates were not available at the time of publication.",1800 ,1600 , 2100,"Children estimates were not available at the time of publication.",1900 ,1700 , 2200,"Children estimates were not available at the time of publication.",2000 ,1700 , 2300,"Children estimates were not available at the time of publication.",2100 ,1800 , 2400,"Children estimates were not available at the time of publication.",2200 ,1800 , 2500,"Children estimates were not available at the time of publication.",2200 ,1900 , 2600,"Children estimates were not available at the time of publication.",2300 ,1900 , 2600,"Children estimates were not available at the time of publication.",2300 ,1900 , 2600,"Children estimates were not available at the time of publication.",2300 ,1900 , 2700,"Children estimates were not available at the time of publication.",2400 ,2000 , 2700,"Children estimates were not available at the time of publication.",2400 ,2000 , 2700,"Children estimates were not available at the time of publication.",2400 ,2000 , 2800,"Children estimates were not available at the time of publication.",2400 ,2000 , 2800,"Children estimates were not available at the time of publication.",2400 ,2000 , 2800,"Children estimates were not available at the time of publication.",2500 ,2100 , 2900,"Children estimates were not available at the time of publication.",2500 ,2100 , 2900,"Children estimates were not available at the time of publication.",2400 ,2000 , 2900,"Children estimates were not available at the time of publication.",2400 ,2000 , 2800,"Children estimates were not available at the time of publication.",2400 ,2000 , 2800,"Children estimates were not available at the time of publication.",2300 ,1900 , 2800,"Children estimates were not available at the time of publication.",2300 ,1900 , 2700,"Children estimates were not available at the time of publication.",2200 ,1800 , 2700,"Children estimates were not available at the time of publication.",2100 ,1700 , 2600,"Children estimates were not available at the time of publication.",2000 ,1700 , 2600,"Children estimates were not available at the time of publication."
Djibouti,<200 ,<100 , <1000,,<500 ,<100 , <1000,,<500 ,<100 , 1500,,<1000 ,<200 , 2100,,1100 ,<200 , 3300,,1600 ,<500 , 4200,,2400 ,<1000 , 5200,,3200 ,<1000 , 6000,,4100 ,1400 , 6400,,4700 ,2100 , 6800,,5200 ,3100 , 6900,,5300 ,4100 , 6900,,5400 ,4100 , 6900,,5200 ,3900 , 6600,,5000 ,3700 , 6400,,4800 ,3500 , 6300,,4500 ,3200 , 6000,,4200 ,2900 , 5800,,4000 ,2700 , 5400,,3700 ,2400 , 5100,,3500 ,2300 , 4800,,3300 ,2100 , 4500,,3100 ,1900 , 4300,,2900 ,1800 , 4000,,2700 ,1700 , 3800,,2500 ,1500 , 3500,,2400 ,1500 , 3300,,2300 ,1400 , 3100,,2100 ,1300 , 3000,,2000 ,1200 , 2800,,1900 ,1200 , 2700,
Dominican Republic,10 000 ,6200 , 17 000,,14 000 ,8900 , 21 000,,19 000 ,12 000 , 28 000,,24 000 ,16 000 , 34 000,,28 000 ,20 000 , 40 000,,32 000 ,24 000 , 45 000,,36 000 ,27 000 , 49 000,,39 000 ,30 000 , 53 000,,41 000 ,32 000 , 57 000,,43 000 ,33 000 , 59 000,,44 000 ,34 000 , 60 000,,44 000 ,34 000 , 59 000,,43 000 ,33 000 , 58 000,,42 000 ,32 000 , 56 000,,40 000 ,30 000 , 55 000,,38 000 ,29 000 , 52 000,,36 000 ,27 000 , 50 000,,34 000 ,26 000 , 47 000,,33 000 ,25 000 , 45 000,,31 000 ,24 000 , 42 000,,30 000 ,23 000 , 40 000,,29 000 ,23 000 , 39 000,,28 000 ,22 000 , 37 000,,27 000 ,21 000 , 36 000,,26 000 ,21 000 , 34 000,,25 000 ,20 000 , 33 000,,25 000 ,20 000 , 32 000,,24 000 ,20 000 , 32 000,,24 000 ,19 000 , 31 000,,23 000 ,19 000 , 30 000,,23 000 ,19 000 , 30 000,
Ecuador,2300 ,<200 , 4800,,3100 ,<500 , 6600,,4000 ,<1000 , 8200,,5000 ,<1000 , 9800,,6100 ,1400 , 11 000,,7100 ,2000 , 12 000,,8200 ,3200 , 14 000,,9300 ,4200 , 15 000,,10 000 ,5700 , 18 000,,11 000 ,6600 , 19 000,,12 000 ,7300 , 20 000,,13 000 ,8500 , 21 000,,14 000 ,9400 , 22 000,,15 000 ,10 000 , 22 000,,15 000 ,11 000 , 23 000,,16 000 ,12 000 , 24 000,,16 000 ,12 000 , 24 000,,17 000 ,12 000 , 25 000,,17 000 ,12 000 , 25 000,,18 000 ,13 000 , 26 000,,18 000 ,13 000 , 27 000,,19 000 ,13 000 , 28 000,,19 000 ,13 000 , 28 000,,19 000 ,13 000 , 29 000,,19 000 ,14 000 , 28 000,,20 000 ,14 000 , 29 000,,20 000 ,14 000 , 29 000,,20 000 ,14 000 , 30 000,,21 000 ,14 000 , 30 000,,21 000 ,14 000 , 31 000,,21 000 ,14 000 , 31 000,
Egypt,<100 ,<100 , <200,,<200 ,<100 , <200,,<200 ,<100 , <500,,<200 ,<200 , <500,,<500 ,<200 , <500,,<500 ,<200 , <500,,<500 ,<500 , <1000,,<500 ,<500 , <1000,,<1000 ,<500 , <1000,,<1000 ,<500 , <1000,,<1000 ,<1000 , 1000,,<1000 ,<1000 , 1200,,1100 ,<1000 , 1400,,1300 ,<1000 , 1600,,1500 ,1100 , 1900,,1700 ,1300 , 2200,,2000 ,1600 , 2500,,2400 ,1900 , 2900,,2800 ,2300 , 3400,,3300 ,2800 , 3900,,3900 ,3300 , 4500,,4600 ,3900 , 5200,,5300 ,4600 , 6000,,6100 ,5500 , 6800,,7100 ,6500 , 7800,,8300 ,7600 , 8900,,9500 ,8900 , 10 000,,11 000 ,10 000 , 12 000,,13 000 ,12 000 , 13 000,,14 000 ,13 000 , 15 000,,16 000 ,15 000 , 17 000,
El Salvador,<500 ,<500 , <1000,,<1000 ,<1000 , <1000,,<1000 ,<1000 , 1400,,1300 ,1100 , 1800,,1800 ,1500 , 2300,,2300 ,2000 , 2800,,2800 ,2500 , 3300,,3300 ,3000 , 3900,,3800 ,3500 , 4400,,4300 ,4000 , 4800,,4800 ,4400 , 5200,,5200 ,4800 , 5700,,5600 ,5200 , 6100,,6000 ,5600 , 6400,,6400 ,6000 , 6800,,6800 ,6300 , 7200,,7200 ,6700 , 7700,,7600 ,7100 , 8100,,8000 ,7300 , 8500,,8300 ,7500 , 8800,,8500 ,7700 , 9100,,8700 ,7900 , 9300,,8900 ,8100 , 9500,,9000 ,8100 , 9600,,9000 ,8100 , 9700,,9000 ,8000 , 9700,,8900 ,7900 , 9600,,8700 ,7700 , 9400,,8500 ,7500 , 9300,,8300 ,7200 , 9000,,8100 ,7000 , 8900,
Equatorial Guinea,<1000 ,<500 , 1300,,<1000 ,<500 , 1600,,1000 ,<500 , 1900,,1300 ,<1000 , 2300,,1600 ,<1000 , 2800,,2000 ,1000 , 3300,,2400 ,1400 , 3900,,2800 ,1700 , 4500,,3300 ,2100 , 5200,,3900 ,2600 , 5800,,4500 ,3100 , 6500,,5200 ,3600 , 7100,,5800 ,4200 , 7700,,6600 ,4900 , 8600,,7400 ,5600 , 9500,,8300 ,6500 , 11 000,,9400 ,7500 , 12 000,,10 000 ,8500 , 13 000,,12 000 ,9600 , 14 000,,13 000 ,11 000 , 16 000,,15 000 ,12 000 , 18 000,,16 000 ,13 000 , 20 000,,18 000 ,15 000 , 22 000,,19 000 ,16 000 , 23 000,,21 000 ,17 000 , 25 000,,22 000 ,17 000 , 27 000,,23 000 ,18 000 , 29 000,,24 000 ,19 000 , 32 000,,25 000 ,19 000 , 34 000,,26 000 ,19 000 , 36 000,,26 000 ,19 000 , 38 000,
Eritrea,3600 ,1300 , 6700,,4200 ,1700 , 7400,,4700 ,2100 , 7500,,5100 ,2500 , 7700,,5300 ,3000 , 7600,,5400 ,3300 , 7400,,5400 ,3700 , 7200,,5400 ,3900 , 7100,,5500 ,4000 , 7200,,5600 ,4100 , 7300,,5700 ,4100 , 7500,,5900 ,4200 , 7700,,6100 ,4300 , 7900,,6200 ,4400 , 8200,,6200 ,4300 , 8100,,6000 ,4200 , 7900,,5800 ,4100 , 7700,,5600 ,4000 , 7300,,5300 ,3800 , 7000,,5100 ,3600 , 6700,,4900 ,3500 , 6500,,4700 ,3300 , 6200,,4500 ,3200 , 6000,,4400 ,3000 , 5800,,4200 ,2900 , 5700,,4000 ,2700 , 5500,,3800 ,2600 , 5200,,3600 ,2400 , 5000,,3400 ,2300 , 4700,,3200 ,2200 , 4400,,3000 ,2000 , 4200,
Estonia,<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<200 ,<100 , <500,"Children estimates were not available at the time of publication.",<1000 ,<1000 , <1000,"Children estimates were not available at the time of publication.",1400 ,1200 , 1500,"Children estimates were not available at the time of publication.",1800 ,1600 , 1900,"Children estimates were not available at the time of publication.",2100 ,1900 , 2200,"Children estimates were not available at the time of publication.",2300 ,2100 , 2500,"Children estimates were not available at the time of publication.",2500 ,2200 , 2700,"Children estimates were not available at the time of publication.",2600 ,2300 , 2900,"Children estimates were not available at the time of publication.",2700 ,2300 , 3000,"Children estimates were not available at the time of publication.",2700 ,2400 , 3100,"Children estimates were not available at the time of publication.",2800 ,2400 , 3100,"Children estimates were not available at the time of publication.",2800 ,2400 , 3100,"Children estimates were not available at the time of publication.",2800 ,2400 , 3100,"Children estimates were not available at the time of publication.",2800 ,2400 , 3100,"Children estimates were not available at the time of publication.",2800 ,2400 , 3100,"Children estimates were not available at the time of publication.",2700 ,2300 , 3000,"Children estimates were not available at the time of publication.",2700 ,2300 , 3000,"Children estimates were not available at the time of publication.",2600 ,2300 , 3000,"Children estimates were not available at the time of publication.",2600 ,2200 , 2900,"Children estimates were not available at the time of publication.",2500 ,2100 , 2900,"Children estimates were not available at the time of publication.",2500 ,2100 , 2800,"Children estimates were not available at the time of publication."
Eswatini,1900 ,1400 , 2600,,3600 ,2700 , 4900,,6400 ,4900 , 8600,,10 000 ,8200 , 13 000,,15 000 ,12 000 , 19 000,,21 000 ,17 000 , 25 000,,26 000 ,22 000 , 30 000,,30 000 ,26 000 , 34 000,,34 000 ,30 000 , 38 000,,37 000 ,33 000 , 40 000,,39 000 ,35 000 , 42 000,,41 000 ,37 000 , 44 000,,42 000 ,39 000 , 45 000,,43 000 ,40 000 , 46 000,,44 000 ,41 000 , 47 000,,45 000 ,42 000 , 47 000,,45 000 ,43 000 , 48 000,,46 000 ,44 000 , 49 000,,47 000 ,45 000 , 49 000,,48 000 ,46 000 , 50 000,,49 000 ,47 000 , 52 000,,50 000 ,48 000 , 52 000,,52 000 ,49 000 , 54 000,,53 000 ,50 000 , 55 000,,54 000 ,51 000 , 56 000,,55 000 ,52 000 , 57 000,,55 000 ,52 000 , 58 000,,55 000 ,52 000 , 58 000,,54 000 ,51 000 , 58 000,,53 000 ,50 000 , 57 000,,52 000 ,49 000 , 57 000,
Ethiopia,120 000 ,83 000 , 150 000,,150 000 ,100 000 , 190 000,,180 000 ,120 000 , 220 000,,200 000 ,140 000 , 260 000,,220 000 ,160 000 , 280 000,,240 000 ,170 000 , 300 000,,240 000 ,170 000 , 310 000,,240 000 ,170 000 , 310 000,,240 000 ,170 000 , 300 000,,240 000 ,170 000 , 300 000,,230 000 ,160 000 , 290 000,,220 000 ,160 000 , 280 000,,210 000 ,150 000 , 270 000,,200 000 ,140 000 , 260 000,,190 000 ,140 000 , 240 000,,190 000 ,130 000 , 230 000,,180 000 ,130 000 , 230 000,,180 000 ,120 000 , 220 000,,170 000 ,120 000 , 220 000,,170 000 ,120 000 , 220 000,,170 000 ,120 000 , 220 000,,170 000 ,120 000 , 220 000,,170 000 ,120 000 , 220 000,,170 000 ,120 000 , 220 000,,170 000 ,120 000 , 220 000,,170 000 ,120 000 , 220 000,,170 000 ,120 000 , 210 000,,160 000 ,120 000 , 210 000,,160 000 ,110 000 , 200 000,,160 000 ,110 000 , 200 000,,150 000 ,110 000 , 190 000,
Fiji,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <200,,<100 ,<100 , <200,,<100 ,<100 , <500,,<100 ,<100 , <500,,<100 ,<100 , <500,,<100 ,<100 , <500,,<100 ,<100 , <500,,<100 ,<100 , <500,,<200 ,<100 , <500,,<200 ,<100 , <500,,<200 ,<100 , <500,,<200 ,<200 , <500,,<200 ,<200 , <500,,<200 ,<200 , <500,,<500 ,<200 , <500,,<500 ,<200 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<500 , <1000,,<500 ,<500 , <1000,,<500 ,<500 , <1000,,<500 ,<500 , <1000,,<500 ,<500 , <1000,,<500 ,<500 , 1000,,<1000 ,<500 , 1100,
Finland,... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication."
France,... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication."
Gabon,1400 ,<1000 , 2400,,1800 ,<1000 , 3200,,2400 ,1200 , 4200,,3100 ,1600 , 5200,,3900 ,2200 , 6300,,4800 ,2800 , 7600,,5800 ,3600 , 9000,,6700 ,4300 , 10 000,,7500 ,4800 , 11 000,,8100 ,5400 , 11 000,,8600 ,5800 , 12 000,,8900 ,6300 , 12 000,,9100 ,6500 , 12 000,,9200 ,6700 , 12 000,,9300 ,6900 , 12 000,,9500 ,7200 , 13 000,,9700 ,7300 , 13 000,,10 000 ,7600 , 13 000,,10 000 ,7700 , 13 000,,11 000 ,7900 , 13 000,,11 000 ,8200 , 13 000,,11 000 ,8200 , 13 000,,11 000 ,8300 , 14 000,,11 000 ,8300 , 14 000,,11 000 ,8200 , 13 000,,11 000 ,8100 , 13 000,,11 000 ,7900 , 13 000,,10 000 ,7600 , 12 000,,9900 ,7200 , 12 000,,9500 ,6800 , 12 000,,9100 ,6500 , 11 000,
Gambia,<500 ,<200 , <1000,,<500 ,<200 , <1000,,<1000 ,<500 , <1000,,<1000 ,<500 , 1200,,1000 ,<1000 , 1600,,1400 ,<1000 , 2000,,1800 ,1200 , 2500,,2200 ,1600 , 2900,,2700 ,2000 , 3500,,3200 ,2400 , 4100,,3600 ,2800 , 4700,,4100 ,3100 , 5200,,4500 ,3400 , 5700,,4800 ,3700 , 6100,,5100 ,4000 , 6300,,5400 ,4300 , 6600,,5600 ,4500 , 6900,,5800 ,4700 , 7100,,6000 ,4900 , 7400,,6100 ,5100 , 7600,,6300 ,5200 , 7800,,6500 ,5300 , 8000,,6600 ,5500 , 8200,,6800 ,5600 , 8300,,6900 ,5700 , 8600,,7000 ,5700 , 8700,,7100 ,5800 , 8900,,7200 ,5800 , 9100,,7300 ,5800 , 9300,,7400 ,5800 , 9500,,7400 ,5800 , 9800,
Georgia,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<200 ,<100 , <200,,<200 ,<200 , <500,,<500 ,<500 , <500,,<500 ,<500 , <1000,,<1000 ,<1000 , <1000,,<1000 ,<1000 , <1000,,1100 ,<1000 , 1200,,1300 ,1100 , 1400,,1500 ,1400 , 1700,,1800 ,1600 , 1900,,2000 ,1900 , 2200,,2300 ,2200 , 2500,,2600 ,2400 , 2700,,2900 ,2700 , 3100,,3100 ,3000 , 3400,,3400 ,3200 , 3700,,3700 ,3400 , 3900,,3900 ,3600 , 4300,,4200 ,3700 , 4500,,4400 ,3900 , 4800,
Germany,28 000 ,23 000 , 33 000,"Children estimates were not available at the time of publication.",28 000 ,23 000 , 34 000,"Children estimates were not available at the time of publication.",28 000 ,23 000 , 34 000,"Children estimates were not available at the time of publication.",28 000 ,23 000 , 34 000,"Children estimates were not available at the time of publication.",27 000 ,22 000 , 33 000,"Children estimates were not available at the time of publication.",27 000 ,22 000 , 33 000,"Children estimates were not available at the time of publication.",28 000 ,23 000 , 34 000,"Children estimates were not available at the time of publication.",29 000 ,23 000 , 34 000,"Children estimates were not available at the time of publication.",29 000 ,24 000 , 35 000,"Children estimates were not available at the time of publication.",30 000 ,24 000 , 36 000,"Children estimates were not available at the time of publication.",30 000 ,25 000 , 36 000,"Children estimates were not available at the time of publication.",31 000 ,25 000 , 36 000,"Children estimates were not available at the time of publication.",31 000 ,26 000 , 37 000,"Children estimates were not available at the time of publication.",32 000 ,27 000 , 38 000,"Children estimates were not available at the time of publication.",33 000 ,27 000 , 39 000,"Children estimates were not available at the time of publication.",34 000 ,28 000 , 40 000,"Children estimates were not available at the time of publication.",34 000 ,28 000 , 41 000,"Children estimates were not available at the time of publication.",35 000 ,29 000 , 41 000,"Children estimates were not available at the time of publication.",35 000 ,29 000 , 42 000,"Children estimates were not available at the time of publication.",35 000 ,29 000 , 42 000,"Children estimates were not available at the time of publication.",35 000 ,28 000 , 42 000,"Children estimates were not available at the time of publication.",34 000 ,28 000 , 41 000,"Children estimates were not available at the time of publication.",34 000 ,27 000 , 41 000,"Children estimates were not available at the time of publication.",34 000 ,27 000 , 41 000,"Children estimates were not available at the time of publication.",34 000 ,27 000 , 41 000,"Children estimates were not available at the time of publication.",34 000 ,27 000 , 41 000,"Children estimates were not available at the time of publication.",34 000 ,27 000 , 41 000,"Children estimates were not available at the time of publication.",33 000 ,27 000 , 40 000,"Children estimates were not available at the time of publication.",33 000 ,27 000 , 40 000,"Children estimates were not available at the time of publication.",33 000 ,27 000 , 40 000,"Children estimates were not available at the time of publication.",33 000 ,26 000 , 40 000,"Children estimates were not available at the time of publication."
Ghana,30 000 ,17 000 , 46 000,,37 000 ,22 000 , 54 000,,44 000 ,28 000 , 59 000,,51 000 ,36 000 , 65 000,,57 000 ,43 000 , 70 000,,62 000 ,50 000 , 75 000,,67 000 ,55 000 , 78 000,,70 000 ,59 000 , 81 000,,73 000 ,62 000 , 83 000,,75 000 ,64 000 , 84 000,,76 000 ,66 000 , 84 000,,77 000 ,67 000 , 86 000,,77 000 ,67 000 , 87 000,,77 000 ,67 000 , 87 000,,78 000 ,68 000 , 88 000,,78 000 ,68 000 , 88 000,,78 000 ,68 000 , 89 000,,79 000 ,68 000 , 90 000,,79 000 ,68 000 , 90 000,,80 000 ,69 000 , 92 000,,82 000 ,70 000 , 93 000,,83 000 ,71 000 , 94 000,,84 000 ,71 000 , 95 000,,84 000 ,71 000 , 96 000,,85 000 ,71 000 , 97 000,,85 000 ,71 000 , 97 000,,84 000 ,70 000 , 97 000,,83 000 ,68 000 , 97 000,,82 000 ,67 000 , 95 000,,81 000 ,65 000 , 94 000,,80 000 ,64 000 , 94 000,
