iso3,country.name,method,simple_method,kp,area_name,area_level,province,age_group,year,count_lower,count_estimate,count_upper,prop_lower,prop_estimate,prop_upper,denominator,ref,link,dataset_id,dataset,uid,data_checked,source_found,duplicate_of,is_aggregate,study_idx,idx
AGO,Angola,PLACE,PLACE/mapping,MSM,Luanda,NA,NA,NA,2017,NA,23100,NA,NA,NA,NA,NA,Mapeamento Programático e Prevalência de VIH e outras ITS entre Populações Chave de Angola: Estudo PLACE 2017,NA,NA,Surveillance review,NA,Yes,yes,NA,NA,3,18
AGO,Angola,PLACE,PLACE/mapping,TGW,Luanda,NA,NA,NA,2017,NA,3020,NA,NA,NA,NA,NA,Mapeamento Programático e Prevalência de VIH e outras ITS entre Populações Chave de Angola: Estudo PLACE 2017,NA,NA,Surveillance review,NA,Yes,yes,NA,NA,3,19
AGO,Angola,Unique object,Object multiplier,MSM,Luanda,NA,NA,NA,2011,NA,6236,NA,NA,NA,NA,NA,Mapeamento Programático e Prevalência de VIH e outras ITS entre Populações Chave de Angola: Estudo PLACE 2017,NA,CDC_fa4664a86899fb945756ef0a7d7240fb,CDC,c0522595f5d007d1547faff1a5ed3958,Yes,yes,NA,NA,4,20
BDI,Burundi,PLACE,PLACE/mapping,FSW,Bujumbura,NA,NA,NA,2014,NA,14562,NA,NA,NA,NA,NA,Burundi PLACE Report 2014,NA,CDC_e7de901a49fdbedf252a6411cd31c8e6,CDC,4ee8de85684da328a0adc2f0c8103a76,Yes,yes,NA,NA,5,21
BDI,Burundi,PLACE,PLACE/mapping,MSM,Bujumbura,NA,NA,NA,2014,NA,5385,NA,NA,NA,NA,NA,Burundi PLACE Report 2014,NA,CDC_3990ce8c052fa79db9e5280469a746e7,CDC,f208137e5f95a447fa65fb8ad4e2fc87,Yes,yes,NA,NA,5,22
BDI,Burundi,PLACE,PLACE/mapping,FSW,Burundi,NA,NA,NA,2014,NA,51482,NA,NA,0.024,NA,NA,Burundi PLACE Report 2014,NA,CDC_ce43e3d6d8b0d256c9468236a23ee43b,CDC,d78b67d8cd690e0806ab03e9d18b7d32,Yes,yes,NA,NA,5,23
BDI,Burundi,PLACE,PLACE/mapping,MSM,Burundi,NA,NA,NA,2014,NA,9346,NA,NA,0.004,NA,NA,Burundi PLACE Report 2014,NA,CDC_1ecbc5021c7be2e7a18f6541bb7b9a46,CDC,029de1dd9f26294bb65a47eba0343949,Yes,yes,NA,NA,5,24
BDI,Burundi,Service multiplier,Service multiplier,FSW,Bujumbura,NA,NA,NA,2021,NA,8799,NA,NA,NA,NA,NA,2021 BBS,NA,NA,Surveillance review,NA,Yes,yes,NA,NA,7,25
BDI,Burundi,Service multiplier,Service multiplier,FSW,Gitega,NA,NA,NA,2021,NA,1017,NA,NA,NA,NA,NA,2021 BBS,NA,NA,Surveillance review,NA,Yes,yes,NA,NA,7,26
BDI,Burundi,Service multiplier,Service multiplier,FSW,Rumonge; Makamba,NA,NA,NA,2021,NA,421,NA,NA,NA,NA,NA,2021 BBS,NA,NA,Surveillance review,NA,Yes,yes,NA,NA,7,27
BDI,Burundi,Service multiplier,Service multiplier,FSW,Ngozi; Kirundo; Muyinga,NA,NA,NA,2021,NA,1416,NA,NA,NA,NA,NA,2021 BBS,NA,NA,Surveillance review,NA,Yes,yes,NA,NA,7,28
BDI,Burundi,Service multiplier,Service multiplier,FSW,Ngozi; Kirundo; Muyinga,NA,NA,NA,2021,NA,7361,NA,NA,NA,NA,NA,2021 BBS,NA,NA,Surveillance review,NA,Yes,yes,NA,NA,7,29
BDI,Burundi,Service multiplier,Service multiplier,FSW,Rumonge; Makamba,NA,NA,NA,2021,NA,6000,NA,NA,NA,NA,NA,2021 BBS,NA,NA,Surveillance review,NA,Yes,yes,NA,NA,7,30
BDI,Burundi,Service multiplier,Service multiplier,MSM,Bujumbura,NA,NA,NA,2021,NA,6452,NA,NA,NA,NA,NA,2021 BBS,NA,NA,Surveillance review,NA,Yes,yes,NA,NA,7,31
BDI,Burundi,SS-PSE,SS-PSE,MSM,Bujumbura,NA,NA,NA,2021,NA,879,NA,NA,NA,NA,NA,2021 BBS,NA,NA,Surveillance review,NA,Yes,yes,NA,NA,7,32
BDI,Burundi,SS-PSE,SS-PSE,MSM,Kirundo,NA,NA,NA,2021,NA,458,NA,NA,NA,NA,NA,2021 BBS,NA,NA,Surveillance review,NA,Yes,yes,NA,NA,7,33
BDI,Burundi,SS-PSE,SS-PSE,MSM,Makamba,NA,NA,NA,2021,NA,126,NA,NA,NA,NA,NA,2021 BBS,NA,NA,Surveillance review,NA,Yes,yes,NA,NA,7,34
BDI,Burundi,SS-PSE,SS-PSE,MSM,Mukungu,NA,NA,NA,2021,NA,440,NA,NA,NA,NA,NA,2021 BBS,NA,NA,Surveillance review,NA,Yes,yes,NA,NA,7,35
BDI,Burundi,SS-PSE,SS-PSE,MSM,Gitega,NA,NA,NA,2021,NA,962,NA,NA,NA,NA,NA,2021 BBS,NA,NA,Surveillance review,NA,Yes,yes,NA,NA,7,36
BDI,Burundi,SS-PSE,SS-PSE,MSM,Ngozi,NA,NA,NA,2021,NA,342,NA,NA,NA,NA,NA,2021 BBS,NA,NA,Surveillance review,NA,Yes,yes,NA,NA,7,37
BDI,Burundi,SS-PSE,SS-PSE,MSM,Rumonge,NA,NA,NA,2021,NA,541,NA,NA,NA,NA,NA,2021 BBS,NA,NA,Surveillance review,NA,Yes,yes,NA,NA,7,38
BDI,Burundi,SS-PSE,SS-PSE,MSM,Muyinga,NA,NA,NA,2021,NA,412,NA,NA,NA,NA,NA,2021 BBS,NA,NA,Surveillance review,NA,Yes,yes,NA,NA,7,39
BDI,Burundi,Service multiplier,Service multiplier,PWID,Bujumbura,NA,NA,NA,2021,NA,4215,NA,NA,NA,NA,NA,2021 BBS,NA,NA,Surveillance review,NA,Yes,yes,NA,NA,7,40
BDI,Burundi,Service multiplier,Service multiplier,PWID,Bujumbura,NA,NA,NA,2021,NA,7556,NA,NA,NA,NA,NA,2021 BBS,NA,NA,Surveillance review,NA,Yes,yes,NA,NA,7,41
BDI,Burundi,Service multiplier,Service multiplier,PWID,Bujumbura,NA,NA,NA,2021,NA,5667,NA,NA,NA,NA,NA,2021 BBS,NA,NA,Surveillance review,NA,Yes,yes,NA,NA,7,42
BDI,Burundi,SS-PSE,SS-PSE,FSW,Bujumbura,NA,NA,NA,2021,NA,1563,NA,NA,NA,NA,NA,2021 BBS,NA,NA,Surveillance review,NA,Yes,yes,NA,NA,7,43
BDI,Burundi,SS-PSE,SS-PSE,FSW,Kirundo,NA,NA,NA,2021,NA,632,NA,NA,NA,NA,NA,2021 BBS,NA,NA,Surveillance review,NA,Yes,yes,NA,NA,7,44
BDI,Burundi,SS-PSE,SS-PSE,FSW,Makamba,NA,NA,NA,2021,NA,452,NA,NA,NA,NA,NA,2021 BBS,NA,NA,Surveillance review,NA,Yes,yes,NA,NA,7,45
BDI,Burundi,SS-PSE,SS-PSE,FSW,Mukungu,NA,NA,NA,2021,NA,463,NA,NA,NA,NA,NA,2021 BBS,NA,NA,Surveillance review,NA,Yes,yes,NA,NA,7,46
BDI,Burundi,SS-PSE,SS-PSE,FSW,Gitega,NA,NA,NA,2021,NA,1588,NA,NA,NA,NA,NA,2021 BBS,NA,NA,Surveillance review,NA,Yes,yes,NA,NA,7,47
BDI,Burundi,SS-PSE,SS-PSE,FSW,Ngozi,NA,NA,NA,2021,NA,819,NA,NA,NA,NA,NA,2021 BBS,NA,NA,Surveillance review,NA,Yes,yes,NA,NA,7,48
BDI,Burundi,SS-PSE,SS-PSE,FSW,Rumonge,NA,NA,NA,2021,NA,668,NA,NA,NA,NA,NA,2021 BBS,NA,NA,Surveillance review,NA,Yes,yes,NA,NA,7,49
BDI,Burundi,SS-PSE,SS-PSE,FSW,Muyinga,NA,NA,NA,2021,NA,642,NA,NA,NA,NA,NA,2021 BBS,NA,NA,Surveillance review,NA,Yes,yes,NA,NA,7,50
BEN,Benin,Unique object,Object multiplier,TGW,Abomey-Calavi,NA,NA,NA,2020,NA,98,NA,NA,NA,NA,NA,"ENQUETE BIO-COMPORTEMENTALE, CARTOGRAPHIE ET ESTIMATION DE LA TAILLE DES TRANSGENRES AU BENIN, 2020",NA,NA,Surveillance review,NA,Yes,yes,NA,NA,22,52
BEN,Benin,Unique object,Object multiplier,TGW,Bohicon,NA,NA,NA,2020,NA,333,NA,NA,NA,NA,NA,"ENQUETE BIO-COMPORTEMENTALE, CARTOGRAPHIE ET ESTIMATION DE LA TAILLE DES TRANSGENRES AU BENIN, 2020",NA,NA,Surveillance review,NA,Yes,yes,NA,NA,22,53
BEN,Benin,Unique object,Object multiplier,TGW,Cotonou,NA,NA,NA,2020,NA,686,NA,NA,NA,NA,NA,"ENQUETE BIO-COMPORTEMENTALE, CARTOGRAPHIE ET ESTIMATION DE LA TAILLE DES TRANSGENRES AU BENIN, 2020",NA,NA,Surveillance review,NA,Yes,yes,NA,NA,22,54
BEN,Benin,Unique object,Object multiplier,TGW,Ouidah,NA,NA,NA,2020,NA,54,NA,NA,NA,NA,NA,"ENQUETE BIO-COMPORTEMENTALE, CARTOGRAPHIE ET ESTIMATION DE LA TAILLE DES TRANSGENRES AU BENIN, 2020",NA,NA,Surveillance review,NA,Yes,yes,NA,NA,22,55
BEN,Benin,Unique object,Object multiplier,TGW,Parakou,NA,NA,NA,2020,NA,393,NA,NA,NA,NA,NA,"ENQUETE BIO-COMPORTEMENTALE, CARTOGRAPHIE ET ESTIMATION DE LA TAILLE DES TRANSGENRES AU BENIN, 2020",NA,NA,Surveillance review,NA,Yes,yes,NA,NA,22,56
BEN,Benin,Unique object,Object multiplier,TGW,Porto-Novo,NA,NA,NA,2020,NA,83,NA,NA,NA,NA,NA,"ENQUETE BIO-COMPORTEMENTALE, CARTOGRAPHIE ET ESTIMATION DE LA TAILLE DES TRANSGENRES AU BENIN, 2020",NA,NA,Surveillance review,NA,Yes,yes,NA,NA,22,57
BEN,Benin,SS-PSE,SS-PSE,TGW,Abomey-Calavi,NA,NA,NA,2020,463,585,625,NA,NA,NA,NA,"ENQUETE BIO-COMPORTEMENTALE, CARTOGRAPHIE ET ESTIMATION DE LA TAILLE DES TRANSGENRES AU BENIN, 2020",NA,NA,Surveillance review,NA,Yes,yes,NA,NA,22,58
BEN,Benin,SS-PSE,SS-PSE,TGW,Bohicon,NA,NA,NA,2020,27,65,229,NA,NA,NA,NA,"ENQUETE BIO-COMPORTEMENTALE, CARTOGRAPHIE ET ESTIMATION DE LA TAILLE DES TRANSGENRES AU BENIN, 2020",NA,NA,Surveillance review,NA,Yes,yes,NA,NA,22,59
BEN,Benin,SS-PSE,SS-PSE,TGW,Cotonou,NA,NA,NA,2020,593,1149,2112,NA,NA,NA,NA,"ENQUETE BIO-COMPORTEMENTALE, CARTOGRAPHIE ET ESTIMATION DE LA TAILLE DES TRANSGENRES AU BENIN, 2020",NA,NA,Surveillance review,NA,Yes,yes,NA,NA,22,60
BEN,Benin,SS-PSE,SS-PSE,TGW,Ouidah,NA,NA,NA,2020,57,151,420,NA,NA,NA,NA,"ENQUETE BIO-COMPORTEMENTALE, CARTOGRAPHIE ET ESTIMATION DE LA TAILLE DES TRANSGENRES AU BENIN, 2020",NA,NA,Surveillance review,NA,Yes,yes,NA,NA,22,61
BEN,Benin,SS-PSE,SS-PSE,TGW,Parakou,NA,NA,NA,2020,83,187,442,NA,NA,NA,NA,"ENQUETE BIO-COMPORTEMENTALE, CARTOGRAPHIE ET ESTIMATION DE LA TAILLE DES TRANSGENRES AU BENIN, 2020",NA,NA,Surveillance review,NA,Yes,yes,NA,NA,22,62
BEN,Benin,SS-PSE,SS-PSE,TGW,Porto-Novo,NA,NA,NA,2020,71,102,138,NA,NA,NA,NA,"ENQUETE BIO-COMPORTEMENTALE, CARTOGRAPHIE ET ESTIMATION DE LA TAILLE DES TRANSGENRES AU BENIN, 2020",NA,NA,Surveillance review,NA,Yes,yes,NA,NA,22,63
MWI,Malawi,programmatic mapping,PLACE/mapping,TGW,Zomba,NA,NA,NA,2021,NA,156,NA,NA,NA,NA,NA,2021 Mapping,NA,NA,Surveillance review,NA,Yes,yes,NA,NA,26,65
BFA,Burkina Faso,PLACE,PLACE/mapping,FSW,Bale,NA,NA,NA,2017,NA,78,NA,NA,NA,NA,NA,"CARTOGRAPHIE PROGRAMMATIQUE, ESTIMATION DE LA TAILLE ET ENQUETE BIO- COMPORTEMENTALE PARMI LES POPULATIONS CLES (PS, HSH, UD) AU BURKINA FASO",NA,NA,Surveillance review,NA,Yes,yes,NA,NA,29,66
BFA,Burkina Faso,PLACE,PLACE/mapping,FSW,Bam,NA,NA,NA,2017,NA,124,NA,NA,NA,NA,NA,"CARTOGRAPHIE PROGRAMMATIQUE, ESTIMATION DE LA TAILLE ET ENQUETE BIO- COMPORTEMENTALE PARMI LES POPULATIONS CLES (PS, HSH, UD) AU BURKINA FASO",NA,NA,Surveillance review,NA,Yes,yes,NA,NA,29,67
BFA,Burkina Faso,PLACE,PLACE/mapping,FSW,Banwa,NA,NA,NA,2017,NA,26,NA,NA,NA,NA,NA,"CARTOGRAPHIE PROGRAMMATIQUE, ESTIMATION DE LA TAILLE ET ENQUETE BIO- COMPORTEMENTALE PARMI LES POPULATIONS CLES (PS, HSH, UD) AU BURKINA FASO",NA,NA,Surveillance review,NA,Yes,yes,NA,NA,29,68
BFA,Burkina Faso,PLACE,PLACE/mapping,FSW,Bazega,NA,NA,NA,2017,NA,37,NA,NA,NA,NA,NA,"CARTOGRAPHIE PROGRAMMATIQUE, ESTIMATION DE LA TAILLE ET ENQUETE BIO- COMPORTEMENTALE PARMI LES POPULATIONS CLES (PS, HSH, UD) AU BURKINA FASO",NA,NA,Surveillance review,NA,Yes,yes,NA,NA,29,69
BFA,Burkina Faso,PLACE,PLACE/mapping,MSM,Bazega,NA,NA,NA,2017,NA,2,NA,NA,NA,NA,NA,"CARTOGRAPHIE PROGRAMMATIQUE, ESTIMATION DE LA TAILLE ET ENQUETE BIO- COMPORTEMENTALE PARMI LES POPULATIONS CLES (PS, HSH, UD) AU BURKINA FASO",NA,NA,Surveillance review,NA,Yes,yes,NA,NA,29,70
BFA,Burkina Faso,PLACE,PLACE/mapping,PWID,Bazega,NA,NA,NA,2017,NA,2,NA,NA,NA,NA,NA,"CARTOGRAPHIE PROGRAMMATIQUE, ESTIMATION DE LA TAILLE ET ENQUETE BIO- COMPORTEMENTALE PARMI LES POPULATIONS CLES (PS, HSH, UD) AU BURKINA FASO",NA,NA,Surveillance review,NA,Yes,yes,NA,NA,29,71
BFA,Burkina Faso,PLACE,PLACE/mapping,FSW,Bougouriba,NA,NA,NA,2017,NA,52,NA,NA,NA,NA,NA,"CARTOGRAPHIE PROGRAMMATIQUE, ESTIMATION DE LA TAILLE ET ENQUETE BIO- COMPORTEMENTALE PARMI LES POPULATIONS CLES (PS, HSH, UD) AU BURKINA FASO",NA,NA,Surveillance review,NA,Yes,yes,NA,NA,29,72
BFA,Burkina Faso,PLACE,PLACE/mapping,FSW,Boulgou,NA,NA,NA,2017,NA,487,NA,NA,NA,NA,NA,"CARTOGRAPHIE PROGRAMMATIQUE, ESTIMATION DE LA TAILLE ET ENQUETE BIO- COMPORTEMENTALE PARMI LES POPULATIONS CLES (PS, HSH, UD) AU BURKINA FASO",NA,NA,Surveillance review,NA,Yes,yes,NA,NA,29,73
BFA,Burkina Faso,PLACE,PLACE/mapping,MSM,Boulgou,NA,NA,NA,2017,NA,20,NA,NA,NA,NA,NA,"CARTOGRAPHIE PROGRAMMATIQUE, ESTIMATION DE LA TAILLE ET ENQUETE BIO- COMPORTEMENTALE PARMI LES POPULATIONS CLES (PS, HSH, UD) AU BURKINA FASO",NA,NA,Surveillance review,NA,Yes,yes,NA,NA,29,74
BFA,Burkina Faso,PLACE,PLACE/mapping,FSW,Boulkiemde,NA,NA,NA,2017,NA,824,NA,NA,NA,NA,NA,"CARTOGRAPHIE PROGRAMMATIQUE, ESTIMATION DE LA TAILLE ET ENQUETE BIO- COMPORTEMENTALE PARMI LES POPULATIONS CLES (PS, HSH, UD) AU BURKINA FASO",NA,NA,Surveillance review,NA,Yes,yes,NA,NA,29,75
BFA,Burkina Faso,PLACE,PLACE/mapping,MSM,Boulkiemde,NA,NA,NA,2017,NA,115,NA,NA,NA,NA,NA,"CARTOGRAPHIE PROGRAMMATIQUE, ESTIMATION DE LA TAILLE ET ENQUETE BIO- COMPORTEMENTALE PARMI LES POPULATIONS CLES (PS, HSH, UD) AU BURKINA FASO",NA,NA,Surveillance review,NA,Yes,yes,NA,NA,29,76
BFA,Burkina Faso,PLACE,PLACE/mapping,PWID,Boulkiemde,NA,NA,NA,2017,NA,88,NA,NA,NA,NA,NA,"CARTOGRAPHIE PROGRAMMATIQUE, ESTIMATION DE LA TAILLE ET ENQUETE BIO- COMPORTEMENTALE PARMI LES POPULATIONS CLES (PS, HSH, UD) AU BURKINA FASO",NA,NA,Surveillance review,NA,Yes,yes,NA,NA,29,77
BFA,Burkina Faso,PLACE,PLACE/mapping,FSW,Comoe,NA,NA,NA,2017,NA,714,NA,NA,NA,NA,NA,"CARTOGRAPHIE PROGRAMMATIQUE, ESTIMATION DE LA TAILLE ET ENQUETE BIO- COMPORTEMENTALE PARMI LES POPULATIONS CLES (PS, HSH, UD) AU BURKINA FASO",NA,NA,Surveillance review,NA,Yes,yes,NA,NA,29,78
BFA,Burkina Faso,PLACE,PLACE/mapping,MSM,Comoe,NA,NA,NA,2017,NA,228,NA,NA,NA,NA,NA,"CARTOGRAPHIE PROGRAMMATIQUE, ESTIMATION DE LA TAILLE ET ENQUETE BIO- COMPORTEMENTALE PARMI LES POPULATIONS CLES (PS, HSH, UD) AU BURKINA FASO",NA,NA,Surveillance review,NA,Yes,yes,NA,NA,29,79
BFA,Burkina Faso,PLACE,PLACE/mapping,PWID,Comoe,NA,NA,NA,2017,NA,73,NA,NA,NA,NA,NA,"CARTOGRAPHIE PROGRAMMATIQUE, ESTIMATION DE LA TAILLE ET ENQUETE BIO- COMPORTEMENTALE PARMI LES POPULATIONS CLES (PS, HSH, UD) AU BURKINA FASO",NA,NA,Surveillance review,NA,Yes,yes,NA,NA,29,80
BFA,Burkina Faso,PLACE,PLACE/mapping,FSW,Ganzourgou,NA,NA,NA,2017,NA,597,NA,NA,NA,NA,NA,"CARTOGRAPHIE PROGRAMMATIQUE, ESTIMATION DE LA TAILLE ET ENQUETE BIO- COMPORTEMENTALE PARMI LES POPULATIONS CLES (PS, HSH, UD) AU BURKINA FASO",NA,NA,Surveillance review,NA,Yes,yes,NA,NA,29,81
BFA,Burkina Faso,PLACE,PLACE/mapping,FSW,Gnagna,NA,NA,NA,2017,NA,176,NA,NA,NA,NA,NA,"CARTOGRAPHIE PROGRAMMATIQUE, ESTIMATION DE LA TAILLE ET ENQUETE BIO- COMPORTEMENTALE PARMI LES POPULATIONS CLES (PS, HSH, UD) AU BURKINA FASO",NA,NA,Surveillance review,NA,Yes,yes,NA,NA,29,82
BFA,Burkina Faso,PLACE,PLACE/mapping,FSW,Gourma,NA,NA,NA,2017,NA,1065,NA,NA,NA,NA,NA,"CARTOGRAPHIE PROGRAMMATIQUE, ESTIMATION DE LA TAILLE ET ENQUETE BIO- COMPORTEMENTALE PARMI LES POPULATIONS CLES (PS, HSH, UD) AU BURKINA FASO",NA,NA,Surveillance review,NA,Yes,yes,NA,NA,29,83
BFA,Burkina Faso,PLACE,PLACE/mapping,FSW,Houet,NA,NA,NA,2017,NA,1318,NA,NA,NA,NA,NA,"CARTOGRAPHIE PROGRAMMATIQUE, ESTIMATION DE LA TAILLE ET ENQUETE BIO- COMPORTEMENTALE PARMI LES POPULATIONS CLES (PS, HSH, UD) AU BURKINA FASO",NA,NA,Surveillance review,NA,Yes,yes,NA,NA,29,84
BFA,Burkina Faso,PLACE,PLACE/mapping,MSM,Houet,NA,NA,NA,2017,NA,650,NA,NA,NA,NA,NA,"CARTOGRAPHIE PROGRAMMATIQUE, ESTIMATION DE LA TAILLE ET ENQUETE BIO- COMPORTEMENTALE PARMI LES POPULATIONS CLES (PS, HSH, UD) AU BURKINA FASO",NA,NA,Surveillance review,NA,Yes,yes,NA,NA,29,85
BFA,Burkina Faso,PLACE,PLACE/mapping,PWID,Houet,NA,NA,NA,2017,NA,3802,NA,NA,NA,NA,NA,"CARTOGRAPHIE PROGRAMMATIQUE, ESTIMATION DE LA TAILLE ET ENQUETE BIO- COMPORTEMENTALE PARMI LES POPULATIONS CLES (PS, HSH, UD) AU BURKINA FASO",NA,NA,Surveillance review,NA,Yes,yes,NA,NA,29,86
BFA,Burkina Faso,PLACE,PLACE/mapping,FSW,Ioba,NA,NA,NA,2017,NA,78,NA,NA,NA,NA,NA,"CARTOGRAPHIE PROGRAMMATIQUE, ESTIMATION DE LA TAILLE ET ENQUETE BIO- COMPORTEMENTALE PARMI LES POPULATIONS CLES (PS, HSH, UD) AU BURKINA FASO",NA,NA,Surveillance review,NA,Yes,yes,NA,NA,29,87
BFA,Burkina Faso,PLACE,PLACE/mapping,FSW,Kadiogo,NA,NA,NA,2017,NA,9335,NA,NA,NA,NA,NA,"CARTOGRAPHIE PROGRAMMATIQUE, ESTIMATION DE LA TAILLE ET ENQUETE BIO- COMPORTEMENTALE PARMI LES POPULATIONS CLES (PS, HSH, UD) AU BURKINA FASO",NA,NA,Surveillance review,NA,Yes,yes,NA,NA,29,88
BFA,Burkina Faso,PLACE,PLACE/mapping,MSM,Kadiogo,NA,NA,NA,2017,NA,2294,NA,NA,NA,NA,NA,"CARTOGRAPHIE PROGRAMMATIQUE, ESTIMATION DE LA TAILLE ET ENQUETE BIO- COMPORTEMENTALE PARMI LES POPULATIONS CLES (PS, HSH, UD) AU BURKINA FASO",NA,NA,Surveillance review,NA,Yes,yes,NA,NA,29,89
BFA,Burkina Faso,PLACE,PLACE/mapping,PWID,Kadiogo,NA,NA,NA,2017,NA,3622,NA,NA,NA,NA,NA,"CARTOGRAPHIE PROGRAMMATIQUE, ESTIMATION DE LA TAILLE ET ENQUETE BIO- COMPORTEMENTALE PARMI LES POPULATIONS CLES (PS, HSH, UD) AU BURKINA FASO",NA,NA,Surveillance review,NA,Yes,yes,NA,NA,29,90
