area_level,area_level_label,area_id,iso3,area_name,sex,year,indicator,age_group_label,age_group,mean,provincial_value,ratio,organisation,country,pop_data_source,fertility_fit_level,admin1_level,mics,dhs
1,Província,AGO_1_13sz,AGO,LUNDA SUL,female,2022,Population,15-49,Y015_049,168375.953335725,NA,NA,angola,Angola,orderly,2,1,0,1
1,Província,AGO_1_13sz,AGO,LUNDA SUL,female,2022,Population,15-29,Y015_029,95303.7367714803,NA,NA,angola,Angola,orderly,2,1,0,1
1,Província,AGO_1_13sz,AGO,LUNDA SUL,male,2022,HIV prevalence,15-49,Y015_049,0.02959772901682713,NA,NA,angola,Angola,orderly,2,1,0,1
1,Província,AGO_1_13sz,AGO,LUNDA SUL,male,2022,HIV prevalence,15-29,Y015_029,0.01821196526546446,NA,NA,angola,Angola,orderly,2,1,0,1
1,Província,AGO_1_13sz,AGO,LUNDA SUL,male,2022,ART coverage,15-49,Y015_049,0.551459434487742,NA,NA,angola,Angola,orderly,2,1,0,1
1,Província,AGO_1_13sz,AGO,LUNDA SUL,male,2022,ART coverage,15-29,Y015_029,0.4347463952903106,NA,NA,angola,Angola,orderly,2,1,0,1
1,Província,AGO_1_13sz,AGO,LUNDA SUL,male,2022,Population,15-49,Y015_049,145179.494739653,NA,NA,angola,Angola,orderly,2,1,0,1
1,Província,AGO_1_13sz,AGO,LUNDA SUL,male,2022,Population,15-29,Y015_029,83498.6328083839,NA,NA,angola,Angola,orderly,2,1,0,1
1,Província,AGO_1_14jw,AGO,MALANJE,both,2022,HIV prevalence,15-49,Y015_049,0.01285125111867825,NA,NA,angola,Angola,orderly,2,1,0,1
1,Província,AGO_1_14jw,AGO,MALANJE,both,2022,HIV prevalence,15-29,Y015_029,0.0071688271317549,NA,NA,angola,Angola,orderly,2,1,0,1
1,Província,AGO_1_14jw,AGO,MALANJE,both,2022,ART coverage,15-49,Y015_049,0.5176884379182259,NA,NA,angola,Angola,orderly,2,1,0,1
1,Província,AGO_1_14jw,AGO,MALANJE,both,2022,ART coverage,15-29,Y015_029,0.3790028165246349,NA,NA,angola,Angola,orderly,2,1,0,1
1,Província,AGO_1_14jw,AGO,MALANJE,both,2022,Population,15-49,Y015_049,510530.826802608,NA,NA,angola,Angola,orderly,2,1,0,1
1,Província,AGO_1_14jw,AGO,MALANJE,both,2022,Population,15-29,Y015_029,316555.6175658466,NA,NA,angola,Angola,orderly,2,1,0,1
1,Província,AGO_1_14jw,AGO,MALANJE,female,2022,HIV prevalence,15-49,Y015_049,0.01631100743606776,NA,NA,angola,Angola,orderly,2,1,0,1
1,Província,AGO_1_14jw,AGO,MALANJE,female,2022,HIV prevalence,15-29,Y015_029,0.0086630153805236,NA,NA,angola,Angola,orderly,2,1,0,1
1,Província,AGO_1_14jw,AGO,MALANJE,female,2022,ART coverage,15-49,Y015_049,0.573817696921735,NA,NA,angola,Angola,orderly,2,1,0,1
1,Província,AGO_1_14jw,AGO,MALANJE,female,2022,ART coverage,15-29,Y015_029,0.4205595561399984,NA,NA,angola,Angola,orderly,2,1,0,1
1,Província,AGO_1_14jw,AGO,MALANJE,female,2022,Population,15-49,Y015_049,257309.476822086,NA,NA,angola,Angola,orderly,2,1,0,1
1,Província,AGO_1_14jw,AGO,MALANJE,female,2022,Population,15-29,Y015_029,157297.6125793868,NA,NA,angola,Angola,orderly,2,1,0,1
1,Província,AGO_1_14jw,AGO,MALANJE,male,2022,HIV prevalence,15-49,Y015_049,0.0093356388370603,NA,NA,angola,Angola,orderly,2,1,0,1
1,Província,AGO_1_14jw,AGO,MALANJE,male,2022,HIV prevalence,15-29,Y015_029,0.00569303164947771,NA,NA,angola,Angola,orderly,2,1,0,1
1,Província,AGO_1_14jw,AGO,MALANJE,male,2022,ART coverage,15-49,Y015_049,0.4180374715761002,NA,NA,angola,Angola,orderly,2,1,0,1
1,Província,AGO_1_14jw,AGO,MALANJE,male,2022,ART coverage,15-29,Y015_029,0.31654485376684927,NA,NA,angola,Angola,orderly,2,1,0,1
1,Província,AGO_1_14jw,AGO,MALANJE,male,2022,Population,15-49,Y015_049,253221.349980522,NA,NA,angola,Angola,orderly,2,1,0,1
1,Província,AGO_1_14jw,AGO,MALANJE,male,2022,Population,15-29,Y015_029,159258.0049864598,NA,NA,angola,Angola,orderly,2,1,0,1
1,Província,AGO_1_15wo,AGO,MOXICO,both,2022,HIV prevalence,15-49,Y015_049,0.03175676688192723,NA,NA,angola,Angola,orderly,2,1,0,1
1,Província,AGO_1_15wo,AGO,MOXICO,both,2022,HIV prevalence,15-29,Y015_029,0.01777795405679607,NA,NA,angola,Angola,orderly,2,1,0,1
1,Província,AGO_1_15wo,AGO,MOXICO,both,2022,ART coverage,15-49,Y015_049,0.4735725448671124,NA,NA,angola,Angola,orderly,2,1,0,1
1,Província,AGO_1_15wo,AGO,MOXICO,both,2022,ART coverage,15-29,Y015_029,0.32984085267639507,NA,NA,angola,Angola,orderly,2,1,0,1
1,Província,AGO_1_15wo,AGO,MOXICO,both,2022,Population,15-49,Y015_049,432529.562757864,NA,NA,angola,Angola,orderly,2,1,0,1
1,Província,AGO_1_15wo,AGO,MOXICO,both,2022,Population,15-29,Y015_029,256172.65524300933,NA,NA,angola,Angola,orderly,2,1,0,1
1,Província,AGO_1_15wo,AGO,MOXICO,female,2022,HIV prevalence,15-49,Y015_049,0.04191695294058998,NA,NA,angola,Angola,orderly,2,1,0,1
1,Província,AGO_1_15wo,AGO,MOXICO,female,2022,HIV prevalence,15-29,Y015_029,0.02213603170053654,NA,NA,angola,Angola,orderly,2,1,0,1
1,Província,AGO_1_15wo,AGO,MOXICO,female,2022,ART coverage,15-49,Y015_049,0.5286642739701858,NA,NA,angola,Angola,orderly,2,1,0,1
1,Província,AGO_1_15wo,AGO,MOXICO,female,2022,ART coverage,15-29,Y015_029,0.3681669742716448,NA,NA,angola,Angola,orderly,2,1,0,1
1,Província,AGO_1_15wo,AGO,MOXICO,female,2022,Population,15-49,Y015_049,213058.559701664,NA,NA,angola,Angola,orderly,2,1,0,1
1,Província,AGO_1_15wo,AGO,MOXICO,female,2022,Population,15-29,Y015_029,125574.60515275392,NA,NA,angola,Angola,orderly,2,1,0,1
1,Província,AGO_1_15wo,AGO,MOXICO,male,2022,HIV prevalence,15-49,Y015_049,0.02189343834277961,NA,NA,angola,Angola,orderly,2,1,0,1
1,Província,AGO_1_15wo,AGO,MOXICO,male,2022,HIV prevalence,15-29,Y015_029,0.01358750956731442,NA,NA,angola,Angola,orderly,2,1,0,1
1,Província,AGO_1_15wo,AGO,MOXICO,male,2022,ART coverage,15-49,Y015_049,0.3711763132087219,NA,NA,angola,Angola,orderly,2,1,0,1
1,Província,AGO_1_15wo,AGO,MOXICO,male,2022,ART coverage,15-29,Y015_029,0.26980372492691845,NA,NA,angola,Angola,orderly,2,1,0,1
1,Província,AGO_1_15wo,AGO,MOXICO,male,2022,Population,15-49,Y015_049,219471.0030562,NA,NA,angola,Angola,orderly,2,1,0,1
1,Província,AGO_1_15wo,AGO,MOXICO,male,2022,Population,15-29,Y015_029,130598.0500902553,NA,NA,angola,Angola,orderly,2,1,0,1
1,Província,AGO_1_16rk,AGO,NAMIBE,both,2022,HIV prevalence,15-49,Y015_049,0.01303474273044231,NA,NA,angola,Angola,orderly,2,1,0,1
1,Província,AGO_1_16rk,AGO,NAMIBE,both,2022,HIV prevalence,15-29,Y015_029,0.00724780260175971,NA,NA,angola,Angola,orderly,2,1,0,1
1,Província,AGO_1_16rk,AGO,NAMIBE,both,2022,ART coverage,15-49,Y015_049,0.45578496203004665,NA,NA,angola,Angola,orderly,2,1,0,1
1,Província,AGO_1_16rk,AGO,NAMIBE,both,2022,ART coverage,15-29,Y015_029,0.32269594852625066,NA,NA,angola,Angola,orderly,2,1,0,1
1,Província,AGO_1_16rk,AGO,NAMIBE,both,2022,Population,15-49,Y015_049,311951.539367447,NA,NA,angola,Angola,orderly,2,1,0,1
1,Província,AGO_1_16rk,AGO,NAMIBE,both,2022,Population,15-29,Y015_029,194820.481807431,NA,NA,angola,Angola,orderly,2,1,0,1
1,Província,AGO_1_16rk,AGO,NAMIBE,female,2022,HIV prevalence,15-49,Y015_049,0.01663414802777609,NA,NA,angola,Angola,orderly,2,1,0,1
1,Província,AGO_1_16rk,AGO,NAMIBE,female,2022,HIV prevalence,15-29,Y015_029,0.00894743903635394,NA,NA,angola,Angola,orderly,2,1,0,1
1,Província,AGO_1_16rk,AGO,NAMIBE,female,2022,ART coverage,15-49,Y015_049,0.5073219070962067,NA,NA,angola,Angola,orderly,2,1,0,1
1,Província,AGO_1_16rk,AGO,NAMIBE,female,2022,ART coverage,15-29,Y015_029,0.3582737457231055,NA,NA,angola,Angola,orderly,2,1,0,1
1,Província,AGO_1_16rk,AGO,NAMIBE,female,2022,Population,15-49,Y015_049,160192.590778134,NA,NA,angola,Angola,orderly,2,1,0,1
1,Província,AGO_1_16rk,AGO,NAMIBE,female,2022,Population,15-29,Y015_029,100143.5461500283,NA,NA,angola,Angola,orderly,2,1,0,1
1,Província,AGO_1_16rk,AGO,NAMIBE,male,2022,HIV prevalence,15-49,Y015_049,0.00923530905486503,NA,NA,angola,Angola,orderly,2,1,0,1
1,Província,AGO_1_16rk,AGO,NAMIBE,male,2022,HIV prevalence,15-29,Y015_029,0.00545002980161369,NA,NA,angola,Angola,orderly,2,1,0,1
1,Província,AGO_1_16rk,AGO,NAMIBE,male,2022,ART coverage,15-49,Y015_049,0.3578007924747218,NA,NA,angola,Angola,orderly,2,1,0,1
1,Província,AGO_1_16rk,AGO,NAMIBE,male,2022,ART coverage,15-29,Y015_029,0.2609145551123627,NA,NA,angola,Angola,orderly,2,1,0,1
1,Província,AGO_1_16rk,AGO,NAMIBE,male,2022,Population,15-49,Y015_049,151758.948589313,NA,NA,angola,Angola,orderly,2,1,0,1
1,Província,AGO_1_16rk,AGO,NAMIBE,male,2022,Population,15-29,Y015_029,94676.9356574022,NA,NA,angola,Angola,orderly,2,1,0,1
1,Província,AGO_1_17bv,AGO,UÍGE,both,2022,HIV prevalence,15-49,Y015_049,0.00638567306882273,NA,NA,angola,Angola,orderly,2,1,0,1
1,Província,AGO_1_17bv,AGO,UÍGE,both,2022,HIV prevalence,15-29,Y015_029,0.00391006578372742,NA,NA,angola,Angola,orderly,2,1,0,1
1,Província,AGO_1_17bv,AGO,UÍGE,both,2022,ART coverage,15-49,Y015_049,0.5128516862425057,NA,NA,angola,Angola,orderly,2,1,0,1
1,Província,AGO_1_17bv,AGO,UÍGE,both,2022,ART coverage,15-29,Y015_029,0.35773790313116616,NA,NA,angola,Angola,orderly,2,1,0,1
1,Província,AGO_1_17bv,AGO,UÍGE,both,2022,Population,15-49,Y015_049,785428.523949255,NA,NA,angola,Angola,orderly,2,1,0,1
1,Província,AGO_1_17bv,AGO,UÍGE,both,2022,Population,15-29,Y015_029,423555.1904422835,NA,NA,angola,Angola,orderly,2,1,0,1
1,Província,AGO_1_17bv,AGO,UÍGE,female,2022,HIV prevalence,15-49,Y015_049,0.00814233466107679,NA,NA,angola,Angola,orderly,2,1,0,1
1,Província,AGO_1_17bv,AGO,UÍGE,female,2022,HIV prevalence,15-29,Y015_029,0.00476982515706998,NA,NA,angola,Angola,orderly,2,1,0,1
1,Província,AGO_1_17bv,AGO,UÍGE,female,2022,ART coverage,15-49,Y015_049,0.5677584009381633,NA,NA,angola,Angola,orderly,2,1,0,1
1,Província,AGO_1_17bv,AGO,UÍGE,female,2022,ART coverage,15-29,Y015_029,0.39746838708671606,NA,NA,angola,Angola,orderly,2,1,0,1
1,Província,AGO_1_17bv,AGO,UÍGE,female,2022,Population,15-49,Y015_049,397191.533957432,NA,NA,angola,Angola,orderly,2,1,0,1
1,Província,AGO_1_17bv,AGO,UÍGE,female,2022,Population,15-29,Y015_029,207243.7645683254,NA,NA,angola,Angola,orderly,2,1,0,1
1,Província,AGO_1_17bv,AGO,UÍGE,male,2022,HIV prevalence,15-49,Y015_049,0.00458849472039645,NA,NA,angola,Angola,orderly,2,1,0,1
1,Província,AGO_1_17bv,AGO,UÍGE,male,2022,HIV prevalence,15-29,Y015_029,0.00308634707153031,NA,NA,angola,Angola,orderly,2,1,0,1
1,Província,AGO_1_17bv,AGO,UÍGE,male,2022,ART coverage,15-49,Y015_049,0.4131718667717818,NA,NA,angola,Angola,orderly,2,1,0,1
1,Província,AGO_1_17bv,AGO,UÍGE,male,2022,ART coverage,15-29,Y015_029,0.29890997339866515,NA,NA,angola,Angola,orderly,2,1,0,1
1,Província,AGO_1_17bv,AGO,UÍGE,male,2022,Population,15-49,Y015_049,388236.989991823,NA,NA,angola,Angola,orderly,2,1,0,1
1,Província,AGO_1_17bv,AGO,UÍGE,male,2022,Population,15-29,Y015_029,216311.4258739581,NA,NA,angola,Angola,orderly,2,1,0,1
1,Província,AGO_1_18bk,AGO,ZAIRE,both,2022,HIV prevalence,15-49,Y015_049,0.00390942411011664,NA,NA,angola,Angola,orderly,2,1,0,1
1,Província,AGO_1_18bk,AGO,ZAIRE,both,2022,HIV prevalence,15-29,Y015_029,0.00213590712826073,NA,NA,angola,Angola,orderly,2,1,0,1
1,Província,AGO_1_18bk,AGO,ZAIRE,both,2022,ART coverage,15-49,Y015_049,0.5297327888664874,NA,NA,angola,Angola,orderly,2,1,0,1
1,Província,AGO_1_18bk,AGO,ZAIRE,both,2022,ART coverage,15-29,Y015_029,0.3722824051796685,NA,NA,angola,Angola,orderly,2,1,0,1
1,Província,AGO_1_18bk,AGO,ZAIRE,both,2022,Population,15-49,Y015_049,416299.588455452,NA,NA,angola,Angola,orderly,2,1,0,1
1,Província,AGO_1_18bk,AGO,ZAIRE,both,2022,Population,15-29,Y015_029,219295.18580497665,NA,NA,angola,Angola,orderly,2,1,0,1
1,Província,AGO_1_18bk,AGO,ZAIRE,female,2022,HIV prevalence,15-49,Y015_049,0.0050568664654659,NA,NA,angola,Angola,orderly,2,1,0,1
1,Província,AGO_1_18bk,AGO,ZAIRE,female,2022,HIV prevalence,15-29,Y015_029,0.00263435981710843,NA,NA,angola,Angola,orderly,2,1,0,1
1,Província,AGO_1_18bk,AGO,ZAIRE,female,2022,ART coverage,15-49,Y015_049,0.5856447393095128,NA,NA,angola,Angola,orderly,2,1,0,1
1,Província,AGO_1_18bk,AGO,ZAIRE,female,2022,ART coverage,15-29,Y015_029,0.41299180643624234,NA,NA,angola,Angola,orderly,2,1,0,1
1,Província,AGO_1_18bk,AGO,ZAIRE,female,2022,Population,15-49,Y015_049,206269.748293001,NA,NA,angola,Angola,orderly,2,1,0,1
1,Província,AGO_1_18bk,AGO,ZAIRE,female,2022,Population,15-29,Y015_029,107572.1204255436,NA,NA,angola,Angola,orderly,2,1,0,1
1,Província,AGO_1_18bk,AGO,ZAIRE,male,2022,HIV prevalence,15-49,Y015_049,0.00278252401994109,NA,NA,angola,Angola,orderly,2,1,0,1
1,Província,AGO_1_18bk,AGO,ZAIRE,male,2022,HIV prevalence,15-29,Y015_029,0.00165597388896893,NA,NA,angola,Angola,orderly,2,1,0,1
1,Província,AGO_1_18bk,AGO,ZAIRE,male,2022,ART coverage,15-49,Y015_049,0.4299394064799006,NA,NA,angola,Angola,orderly,2,1,0,1
1,Província,AGO_1_18bk,AGO,ZAIRE,male,2022,ART coverage,15-29,Y015_029,0.3099271285995184,NA,NA,angola,Angola,orderly,2,1,0,1
1,Província,AGO_1_18bk,AGO,ZAIRE,male,2022,Population,15-49,Y015_049,210029.840162451,NA,NA,angola,Angola,orderly,2,1,0,1
1,Província,AGO_1_18bk,AGO,ZAIRE,male,2022,Population,15-29,Y015_029,111723.0653794333,NA,NA,angola,Angola,orderly,2,1,0,1
1,Província,AGO_1_1cl,AGO,BENGO,both,2022,HIV prevalence,15-49,Y015_049,0.01019483251252614,NA,NA,angola,Angola,orderly,2,1,0,1
1,Província,AGO_1_1cl,AGO,BENGO,both,2022,HIV prevalence,15-29,Y015_029,0.00554970394011656,NA,NA,angola,Angola,orderly,2,1,0,1
1,Província,AGO_1_1cl,AGO,BENGO,both,2022,ART coverage,15-49,Y015_049,0.5020451757140537,NA,NA,angola,Angola,orderly,2,1,0,1
1,Província,AGO_1_1cl,AGO,BENGO,both,2022,ART coverage,15-29,Y015_029,0.35223201586297925,NA,NA,angola,Angola,orderly,2,1,0,1
1,Província,AGO_1_1cl,AGO,BENGO,both,2022,Population,15-49,Y015_049,377408.741535342,NA,NA,angola,Angola,orderly,2,1,0,1
1,Província,AGO_1_1cl,AGO,BENGO,both,2022,Population,15-29,Y015_029,212245.8175035534,NA,NA,angola,Angola,orderly,2,1,0,1
1,Província,AGO_1_1cl,AGO,BENGO,female,2022,HIV prevalence,15-49,Y015_049,0.01341583110834716,NA,NA,angola,Angola,orderly,2,1,0,1
1,Província,AGO_1_1cl,AGO,BENGO,female,2022,HIV prevalence,15-29,Y015_029,0.00705294886710552,NA,NA,angola,Angola,orderly,2,1,0,1
1,Província,AGO_1_1cl,AGO,BENGO,female,2022,ART coverage,15-49,Y015_049,0.5575401377838158,NA,NA,angola,Angola,orderly,2,1,0,1
1,Província,AGO_1_1cl,AGO,BENGO,female,2022,ART coverage,15-29,Y015_029,0.39036263115420655,NA,NA,angola,Angola,orderly,2,1,0,1
