area_level,area_level_label,area_id,iso3,area_name,sex,year,indicator,age_group_label,age_group,mean
1,Província,AGO_1_12sy,AGO,LUNDA NORTE,male,2022,prevalence,15-49,Y015_049,0.02477452155133853
1,Província,AGO_1_12sy,AGO,LUNDA NORTE,male,2022,prevalence,15-29,Y015_029,0.014930069423601
1,Província,AGO_1_12sy,AGO,LUNDA NORTE,male,2022,art_coverage,15-49,Y015_049,0.5472390985770383
1,Província,AGO_1_12sy,AGO,LUNDA NORTE,male,2022,art_coverage,15-29,Y015_029,0.42058253662517703
1,Província,AGO_1_12sy,AGO,LUNDA NORTE,male,2022,population,15-49,Y015_049,229062.548609316
1,Província,AGO_1_12sy,AGO,LUNDA NORTE,male,2022,population,15-29,Y015_029,118548.9573834487
1,Província,AGO_1_13sz,AGO,LUNDA SUL,female,2022,prevalence,15-49,Y015_049,0.04892461898302207
1,Província,AGO_1_13sz,AGO,LUNDA SUL,female,2022,prevalence,15-29,Y015_029,0.02686408950648654
1,Província,AGO_1_13sz,AGO,LUNDA SUL,female,2022,art_coverage,15-49,Y015_049,0.6913502687940827
1,Província,AGO_1_13sz,AGO,LUNDA SUL,female,2022,art_coverage,15-29,Y015_029,0.5441585798972929
1,Província,AGO_1_13sz,AGO,LUNDA SUL,female,2022,population,15-49,Y015_049,168375.953335725
1,Província,AGO_1_13sz,AGO,LUNDA SUL,female,2022,population,15-29,Y015_029,95303.7367714803
1,Província,AGO_1_13sz,AGO,LUNDA SUL,male,2022,prevalence,15-49,Y015_049,0.02959772901682713
1,Província,AGO_1_13sz,AGO,LUNDA SUL,male,2022,prevalence,15-29,Y015_029,0.01821196526546446
1,Província,AGO_1_13sz,AGO,LUNDA SUL,male,2022,art_coverage,15-49,Y015_049,0.551459434487742
1,Província,AGO_1_13sz,AGO,LUNDA SUL,male,2022,art_coverage,15-29,Y015_029,0.4347463952903106
1,Província,AGO_1_13sz,AGO,LUNDA SUL,male,2022,population,15-49,Y015_049,145179.494739653
1,Província,AGO_1_13sz,AGO,LUNDA SUL,male,2022,population,15-29,Y015_029,83498.6328083839
1,Província,AGO_1_14jw,AGO,MALANJE,female,2022,prevalence,15-49,Y015_049,0.01631100743606776
1,Província,AGO_1_14jw,AGO,MALANJE,female,2022,prevalence,15-29,Y015_029,0.0086630153805236
1,Província,AGO_1_14jw,AGO,MALANJE,female,2022,art_coverage,15-49,Y015_049,0.573817696921735
1,Província,AGO_1_14jw,AGO,MALANJE,female,2022,art_coverage,15-29,Y015_029,0.4205595561399984
1,Província,AGO_1_14jw,AGO,MALANJE,female,2022,population,15-49,Y015_049,257309.476822086
1,Província,AGO_1_14jw,AGO,MALANJE,female,2022,population,15-29,Y015_029,157297.6125793868
1,Província,AGO_1_14jw,AGO,MALANJE,male,2022,prevalence,15-49,Y015_049,0.0093356388370603
1,Província,AGO_1_14jw,AGO,MALANJE,male,2022,prevalence,15-29,Y015_029,0.00569303164947771
1,Província,AGO_1_14jw,AGO,MALANJE,male,2022,art_coverage,15-49,Y015_049,0.4180374715761002
1,Província,AGO_1_14jw,AGO,MALANJE,male,2022,art_coverage,15-29,Y015_029,0.31654485376684927
1,Província,AGO_1_14jw,AGO,MALANJE,male,2022,population,15-49,Y015_049,253221.349980522
1,Província,AGO_1_14jw,AGO,MALANJE,male,2022,population,15-29,Y015_029,159258.0049864598
1,Província,AGO_1_15wo,AGO,MOXICO,female,2022,prevalence,15-49,Y015_049,0.04191695294058998
1,Província,AGO_1_15wo,AGO,MOXICO,female,2022,prevalence,15-29,Y015_029,0.02213603170053654
1,Província,AGO_1_15wo,AGO,MOXICO,female,2022,art_coverage,15-49,Y015_049,0.5286642739701858
1,Província,AGO_1_15wo,AGO,MOXICO,female,2022,art_coverage,15-29,Y015_029,0.3681669742716448
1,Província,AGO_1_15wo,AGO,MOXICO,female,2022,population,15-49,Y015_049,213058.559701664
1,Província,AGO_1_15wo,AGO,MOXICO,female,2022,population,15-29,Y015_029,125574.60515275392
1,Província,AGO_1_15wo,AGO,MOXICO,male,2022,prevalence,15-49,Y015_049,0.02189343834277961
1,Província,AGO_1_15wo,AGO,MOXICO,male,2022,prevalence,15-29,Y015_029,0.01358750956731442
1,Província,AGO_1_15wo,AGO,MOXICO,male,2022,art_coverage,15-49,Y015_049,0.3711763132087219
1,Província,AGO_1_15wo,AGO,MOXICO,male,2022,art_coverage,15-29,Y015_029,0.26980372492691845
1,Província,AGO_1_15wo,AGO,MOXICO,male,2022,population,15-49,Y015_049,219471.0030562
1,Província,AGO_1_15wo,AGO,MOXICO,male,2022,population,15-29,Y015_029,130598.0500902553
1,Província,AGO_1_16rk,AGO,NAMIBE,female,2022,prevalence,15-49,Y015_049,0.01663414802777609
1,Província,AGO_1_16rk,AGO,NAMIBE,female,2022,prevalence,15-29,Y015_029,0.00894743903635394
1,Província,AGO_1_16rk,AGO,NAMIBE,female,2022,art_coverage,15-49,Y015_049,0.5073219070962067
1,Província,AGO_1_16rk,AGO,NAMIBE,female,2022,art_coverage,15-29,Y015_029,0.3582737457231055
1,Província,AGO_1_16rk,AGO,NAMIBE,female,2022,population,15-49,Y015_049,160192.590778134
1,Província,AGO_1_16rk,AGO,NAMIBE,female,2022,population,15-29,Y015_029,100143.5461500283
1,Província,AGO_1_16rk,AGO,NAMIBE,male,2022,prevalence,15-49,Y015_049,0.00923530905486503
1,Província,AGO_1_16rk,AGO,NAMIBE,male,2022,prevalence,15-29,Y015_029,0.00545002980161369
1,Província,AGO_1_16rk,AGO,NAMIBE,male,2022,art_coverage,15-49,Y015_049,0.3578007924747218
1,Província,AGO_1_16rk,AGO,NAMIBE,male,2022,art_coverage,15-29,Y015_029,0.2609145551123627
1,Província,AGO_1_16rk,AGO,NAMIBE,male,2022,population,15-49,Y015_049,151758.948589313
1,Província,AGO_1_16rk,AGO,NAMIBE,male,2022,population,15-29,Y015_029,94676.9356574022
1,Província,AGO_1_17bv,AGO,UÍGE,female,2022,prevalence,15-49,Y015_049,0.00814233466107679
1,Província,AGO_1_17bv,AGO,UÍGE,female,2022,prevalence,15-29,Y015_029,0.00476982515706998
1,Província,AGO_1_17bv,AGO,UÍGE,female,2022,art_coverage,15-49,Y015_049,0.5677584009381633
1,Província,AGO_1_17bv,AGO,UÍGE,female,2022,art_coverage,15-29,Y015_029,0.39746838708671606
1,Província,AGO_1_17bv,AGO,UÍGE,female,2022,population,15-49,Y015_049,397191.533957432
1,Província,AGO_1_17bv,AGO,UÍGE,female,2022,population,15-29,Y015_029,207243.7645683254
1,Província,AGO_1_17bv,AGO,UÍGE,male,2022,prevalence,15-49,Y015_049,0.00458849472039645
1,Província,AGO_1_17bv,AGO,UÍGE,male,2022,prevalence,15-29,Y015_029,0.00308634707153031
1,Província,AGO_1_17bv,AGO,UÍGE,male,2022,art_coverage,15-49,Y015_049,0.4131718667717818
1,Província,AGO_1_17bv,AGO,UÍGE,male,2022,art_coverage,15-29,Y015_029,0.29890997339866515
1,Província,AGO_1_17bv,AGO,UÍGE,male,2022,population,15-49,Y015_049,388236.989991823
1,Província,AGO_1_17bv,AGO,UÍGE,male,2022,population,15-29,Y015_029,216311.4258739581
1,Província,AGO_1_18bk,AGO,ZAIRE,female,2022,prevalence,15-49,Y015_049,0.0050568664654659
1,Província,AGO_1_18bk,AGO,ZAIRE,female,2022,prevalence,15-29,Y015_029,0.00263435981710843
1,Província,AGO_1_18bk,AGO,ZAIRE,female,2022,art_coverage,15-49,Y015_049,0.5856447393095128
1,Província,AGO_1_18bk,AGO,ZAIRE,female,2022,art_coverage,15-29,Y015_029,0.41299180643624234
1,Província,AGO_1_18bk,AGO,ZAIRE,female,2022,population,15-49,Y015_049,206269.748293001
1,Província,AGO_1_18bk,AGO,ZAIRE,female,2022,population,15-29,Y015_029,107572.1204255436
1,Província,AGO_1_18bk,AGO,ZAIRE,male,2022,prevalence,15-49,Y015_049,0.00278252401994109
1,Província,AGO_1_18bk,AGO,ZAIRE,male,2022,prevalence,15-29,Y015_029,0.00165597388896893
1,Província,AGO_1_18bk,AGO,ZAIRE,male,2022,art_coverage,15-49,Y015_049,0.4299394064799006
1,Província,AGO_1_18bk,AGO,ZAIRE,male,2022,art_coverage,15-29,Y015_029,0.3099271285995184
1,Província,AGO_1_18bk,AGO,ZAIRE,male,2022,population,15-49,Y015_049,210029.840162451
1,Província,AGO_1_18bk,AGO,ZAIRE,male,2022,population,15-29,Y015_029,111723.0653794333
1,Província,AGO_1_1cl,AGO,BENGO,female,2022,prevalence,15-49,Y015_049,0.01341583110834716
1,Província,AGO_1_1cl,AGO,BENGO,female,2022,prevalence,15-29,Y015_029,0.00705294886710552
1,Província,AGO_1_1cl,AGO,BENGO,female,2022,art_coverage,15-49,Y015_049,0.5575401377838158
1,Província,AGO_1_1cl,AGO,BENGO,female,2022,art_coverage,15-29,Y015_029,0.39036263115420655
1,Província,AGO_1_1cl,AGO,BENGO,female,2022,population,15-49,Y015_049,182880.178781363
1,Província,AGO_1_1cl,AGO,BENGO,female,2022,population,15-29,Y015_029,103038.62801786247
1,Província,AGO_1_1cl,AGO,BENGO,male,2022,prevalence,15-49,Y015_049,0.00716670753838931
1,Província,AGO_1_1cl,AGO,BENGO,male,2022,prevalence,15-29,Y015_029,0.00413136971156244
1,Província,AGO_1_1cl,AGO,BENGO,male,2022,art_coverage,15-49,Y015_049,0.4043811282314982
1,Província,AGO_1_1cl,AGO,BENGO,male,2022,art_coverage,15-29,Y015_029,0.29081349908837245
1,Província,AGO_1_1cl,AGO,BENGO,male,2022,population,15-49,Y015_049,194528.562753979
1,Província,AGO_1_1cl,AGO,BENGO,male,2022,population,15-29,Y015_029,109207.1894856905
1,Província,AGO_1_2bo,AGO,BENGUELA,female,2022,prevalence,15-49,Y015_049,0.0159883860283554
1,Província,AGO_1_2bo,AGO,BENGUELA,female,2022,prevalence,15-29,Y015_029,0.00934146331939658
1,Província,AGO_1_2bo,AGO,BENGUELA,female,2022,art_coverage,15-49,Y015_049,0.588296748900165
1,Província,AGO_1_2bo,AGO,BENGUELA,female,2022,art_coverage,15-29,Y015_029,0.4268022263148345
1,Província,AGO_1_2bo,AGO,BENGUELA,female,2022,population,15-49,Y015_049,674906.161451779
1,Província,AGO_1_2bo,AGO,BENGUELA,female,2022,population,15-29,Y015_029,365906.767086178
1,Província,AGO_1_2bo,AGO,BENGUELA,male,2022,prevalence,15-49,Y015_049,0.00954045521193931
1,Província,AGO_1_2bo,AGO,BENGUELA,male,2022,prevalence,15-29,Y015_029,0.00606296476126289
1,Província,AGO_1_2bo,AGO,BENGUELA,male,2022,art_coverage,15-49,Y015_049,0.4414207270586923
1,Província,AGO_1_2bo,AGO,BENGUELA,male,2022,art_coverage,15-29,Y015_029,0.32459818322466927
1,Província,AGO_1_2bo,AGO,BENGUELA,male,2022,population,15-49,Y015_049,623790.782930254
1,Província,AGO_1_2bo,AGO,BENGUELA,male,2022,population,15-29,Y015_029,348289.0757648338
1,Província,AGO_1_3hv,AGO,BIÉ,female,2022,prevalence,15-49,Y015_049,0.01636443677045753
1,Província,AGO_1_3hv,AGO,BIÉ,female,2022,prevalence,15-29,Y015_029,0.00984342402927665
1,Província,AGO_1_3hv,AGO,BIÉ,female,2022,art_coverage,15-49,Y015_049,0.5152822899420507
1,Província,AGO_1_3hv,AGO,BIÉ,female,2022,art_coverage,15-29,Y015_029,0.3619308403764173
1,Província,AGO_1_3hv,AGO,BIÉ,female,2022,population,15-49,Y015_049,371846.706031256
1,Província,AGO_1_3hv,AGO,BIÉ,female,2022,population,15-29,Y015_029,218062.8492796256
1,Província,AGO_1_3hv,AGO,BIÉ,male,2022,prevalence,15-49,Y015_049,0.00966528862513746
1,Província,AGO_1_3hv,AGO,BIÉ,male,2022,prevalence,15-29,Y015_029,0.00625741779519316
1,Província,AGO_1_3hv,AGO,BIÉ,male,2022,art_coverage,15-49,Y015_049,0.3695935885809538
1,Província,AGO_1_3hv,AGO,BIÉ,male,2022,art_coverage,15-29,Y015_029,0.2689371638221156
1,Província,AGO_1_3hv,AGO,BIÉ,male,2022,population,15-49,Y015_049,344613.477993424
1,Província,AGO_1_3hv,AGO,BIÉ,male,2022,population,15-29,Y015_029,206646.09150012129
1,Província,AGO_1_4pd,AGO,CABINDA,female,2022,prevalence,15-49,Y015_049,0.009620143386761
1,Província,AGO_1_4pd,AGO,CABINDA,female,2022,prevalence,15-29,Y015_029,0.00488349406532808
1,Província,AGO_1_4pd,AGO,CABINDA,female,2022,art_coverage,15-49,Y015_049,0.5884988887850359
1,Província,AGO_1_4pd,AGO,CABINDA,female,2022,art_coverage,15-29,Y015_029,0.4305045471248209
1,Província,AGO_1_4pd,AGO,CABINDA,female,2022,population,15-49,Y015_049,258616.476187534
1,Província,AGO_1_4pd,AGO,CABINDA,female,2022,population,15-29,Y015_029,154401.3727981551
1,Província,AGO_1_4pd,AGO,CABINDA,male,2022,prevalence,15-49,Y015_049,0.00497928560226995
1,Província,AGO_1_4pd,AGO,CABINDA,male,2022,prevalence,15-29,Y015_029,0.00284972271896715
1,Província,AGO_1_4pd,AGO,CABINDA,male,2022,art_coverage,15-49,Y015_049,0.4345932489641272
1,Província,AGO_1_4pd,AGO,CABINDA,male,2022,art_coverage,15-29,Y015_029,0.3230080284077923
1,Província,AGO_1_4pd,AGO,CABINDA,male,2022,population,15-49,Y015_049,271594.203739561
1,Província,AGO_1_4pd,AGO,CABINDA,male,2022,population,15-29,Y015_029,159246.21552428842
1,Província,AGO_1_5zb,AGO,CUANDO CUBANGO,female,2022,prevalence,15-49,Y015_049,0.04010461731682491
1,Província,AGO_1_5zb,AGO,CUANDO CUBANGO,female,2022,prevalence,15-29,Y015_029,0.0214541319643513
1,Província,AGO_1_5zb,AGO,CUANDO CUBANGO,female,2022,art_coverage,15-49,Y015_049,0.5929256354915303
1,Província,AGO_1_5zb,AGO,CUANDO CUBANGO,female,2022,art_coverage,15-29,Y015_029,0.4514931816877507
1,Província,AGO_1_5zb,AGO,CUANDO CUBANGO,female,2022,population,15-49,Y015_049,162570.035633345
1,Província,AGO_1_5zb,AGO,CUANDO CUBANGO,female,2022,population,15-29,Y015_029,107086.349140263
1,Província,AGO_1_5zb,AGO,CUANDO CUBANGO,male,2022,prevalence,15-49,Y015_049,0.01985535192854273
1,Província,AGO_1_5zb,AGO,CUANDO CUBANGO,male,2022,prevalence,15-29,Y015_029,0.01240992435954372
1,Província,AGO_1_5zb,AGO,CUANDO CUBANGO,male,2022,art_coverage,15-49,Y015_049,0.4336027471174192
1,Província,AGO_1_5zb,AGO,CUANDO CUBANGO,male,2022,art_coverage,15-29,Y015_029,0.3395241330583396
1,Província,AGO_1_5zb,AGO,CUANDO CUBANGO,male,2022,population,15-49,Y015_049,128020.470469673
1,Província,AGO_1_5zb,AGO,CUANDO CUBANGO,male,2022,population,15-29,Y015_029,85335.4512869975
1,Província,AGO_1_6ih,AGO,CUANZA NORTE,female,2022,prevalence,15-49,Y015_049,0.01682385657126253
1,Província,AGO_1_6ih,AGO,CUANZA NORTE,female,2022,prevalence,15-29,Y015_029,0.00969268146635232
1,Província,AGO_1_6ih,AGO,CUANZA NORTE,female,2022,art_coverage,15-49,Y015_049,0.45296511334645656
1,Província,AGO_1_6ih,AGO,CUANZA NORTE,female,2022,art_coverage,15-29,Y015_029,0.2981004597295749
1,Província,AGO_1_6ih,AGO,CUANZA NORTE,female,2022,population,15-49,Y015_049,115047.967418037
1,Província,AGO_1_6ih,AGO,CUANZA NORTE,female,2022,population,15-29,Y015_029,64748.7626976535
1,Província,AGO_1_6ih,AGO,CUANZA NORTE,male,2022,prevalence,15-49,Y015_049,0.00967611117449561
1,Província,AGO_1_6ih,AGO,CUANZA NORTE,male,2022,prevalence,15-29,Y015_029,0.00612003787884254
1,Província,AGO_1_6ih,AGO,CUANZA NORTE,male,2022,art_coverage,15-49,Y015_049,0.3070171305973939
1,Província,AGO_1_6ih,AGO,CUANZA NORTE,male,2022,art_coverage,15-29,Y015_029,0.21286847754065652
1,Província,AGO_1_6ih,AGO,CUANZA NORTE,male,2022,population,15-49,Y015_049,113738.096684169
1,Província,AGO_1_6ih,AGO,CUANZA NORTE,male,2022,population,15-29,Y015_029,66995.3991630756
1,Província,AGO_1_7nw,AGO,CUANZA SUL,female,2022,prevalence,15-49,Y015_049,0.00895754826085533
1,Província,AGO_1_7nw,AGO,CUANZA SUL,female,2022,prevalence,15-29,Y015_029,0.0052776785437615
1,Província,AGO_1_7nw,AGO,CUANZA SUL,female,2022,art_coverage,15-49,Y015_049,0.4651455785324696
1,Província,AGO_1_7nw,AGO,CUANZA SUL,female,2022,art_coverage,15-29,Y015_029,0.30422712409008923
1,Província,AGO_1_7nw,AGO,CUANZA SUL,female,2022,population,15-49,Y015_049,571309.904274551
1,Província,AGO_1_7nw,AGO,CUANZA SUL,female,2022,population,15-29,Y015_029,312431.8352313409
1,Província,AGO_1_7nw,AGO,CUANZA SUL,male,2022,prevalence,15-49,Y015_049,0.00481131365018527
1,Província,AGO_1_7nw,AGO,CUANZA SUL,male,2022,prevalence,15-29,Y015_029,0.00314552427548373
1,Província,AGO_1_7nw,AGO,CUANZA SUL,male,2022,art_coverage,15-49,Y015_049,0.31960172637535067
1,Província,AGO_1_7nw,AGO,CUANZA SUL,male,2022,art_coverage,15-29,Y015_029,0.2175681587797376
1,Província,AGO_1_7nw,AGO,CUANZA SUL,male,2022,population,15-49,Y015_049,577141.790450539
1,Província,AGO_1_7nw,AGO,CUANZA SUL,male,2022,population,15-29,Y015_029,319449.0256875422
1,Província,AGO_1_8ql,AGO,CUNENE,female,2022,prevalence,15-49,Y015_049,0.04253138407901862
1,Província,AGO_1_8ql,AGO,CUNENE,female,2022,prevalence,15-29,Y015_029,0.02466799233576863
1,Província,AGO_1_8ql,AGO,CUNENE,female,2022,art_coverage,15-49,Y015_049,0.23965496217878057
1,Província,AGO_1_8ql,AGO,CUNENE,female,2022,art_coverage,15-29,Y015_029,0.13679113689821135
1,Província,AGO_1_8ql,AGO,CUNENE,female,2022,population,15-49,Y015_049,316859.897311086
1,Província,AGO_1_8ql,AGO,CUNENE,female,2022,population,15-29,Y015_029,193697.18881179256
1,Província,AGO_1_8ql,AGO,CUNENE,male,2022,prevalence,15-49,Y015_049,0.02493950228635784
1,Província,AGO_1_8ql,AGO,CUNENE,male,2022,prevalence,15-29,Y015_029,0.0153944877243245
1,Província,AGO_1_8ql,AGO,CUNENE,male,2022,art_coverage,15-49,Y015_049,0.14441317437475584
1,Província,AGO_1_8ql,AGO,CUNENE,male,2022,art_coverage,15-29,Y015_029,0.09206482582263371
1,Província,AGO_1_8ql,AGO,CUNENE,male,2022,population,15-49,Y015_049,266804.191599845
1,Província,AGO_1_8ql,AGO,CUNENE,male,2022,population,15-29,Y015_029,171769.8984562366
1,Província,AGO_1_9rq,AGO,HUAMBO,female,2022,prevalence,15-49,Y015_049,0.01144381538143206
1,Província,AGO_1_9rq,AGO,HUAMBO,female,2022,prevalence,15-29,Y015_029,0.00664305447426048
1,Província,AGO_1_9rq,AGO,HUAMBO,female,2022,art_coverage,15-49,Y015_049,0.6142239805020796
1,Província,AGO_1_9rq,AGO,HUAMBO,female,2022,art_coverage,15-29,Y015_029,0.4628814453949252
1,Província,AGO_1_9rq,AGO,HUAMBO,female,2022,population,15-49,Y015_049,577354.977446956
1,Província,AGO_1_9rq,AGO,HUAMBO,female,2022,population,15-29,Y015_029,335936.0329854724
1,Província,AGO_1_9rq,AGO,HUAMBO,male,2022,prevalence,15-49,Y015_049,0.00591256172588192
1,Província,AGO_1_9rq,AGO,HUAMBO,male,2022,prevalence,15-29,Y015_029,0.00396019576232983
1,Província,AGO_1_9rq,AGO,HUAMBO,male,2022,art_coverage,15-49,Y015_049,0.45772834871085005
1,Província,AGO_1_9rq,AGO,HUAMBO,male,2022,art_coverage,15-29,Y015_029,0.3542444711862503
1,Província,AGO_1_9rq,AGO,HUAMBO,male,2022,population,15-49,Y015_049,543582.345942489
1,Província,AGO_1_9rq,AGO,HUAMBO,male,2022,population,15-29,Y015_029,329563.2229401866
1,Région,BDI_1_1,BDI,Bubanza,female,2022,prevalence,15-49,Y015_049,0.00680843392852303
1,Région,BDI_1_1,BDI,Bubanza,female,2022,prevalence,15-29,Y015_029,0.00235711583269195
1,Région,BDI_1_1,BDI,Bubanza,female,2022,art_coverage,15-49,Y015_049,0.9214942830583912
1,Région,BDI_1_1,BDI,Bubanza,female,2022,art_coverage,15-29,Y015_029,0.8262580136266332
1,Région,BDI_1_1,BDI,Bubanza,female,2022,population,15-49,Y015_049,105586.141020977
1,Région,BDI_1_1,BDI,Bubanza,female,2022,population,15-29,Y015_029,58036.6843857076
1,Région,BDI_1_1,BDI,Bubanza,male,2022,prevalence,15-49,Y015_049,0.00362155661823202
1,Région,BDI_1_1,BDI,Bubanza,male,2022,prevalence,15-29,Y015_029,0.00153625581873448
1,Région,BDI_1_1,BDI,Bubanza,male,2022,art_coverage,15-49,Y015_049,0.831921369425019
1,Région,BDI_1_1,BDI,Bubanza,male,2022,art_coverage,15-29,Y015_029,0.7368672551205403
1,Région,BDI_1_1,BDI,Bubanza,male,2022,population,15-49,Y015_049,119695.406861322
1,Région,BDI_1_1,BDI,Bubanza,male,2022,population,15-29,Y015_029,66106.2604474486
1,Région,BDI_1_10,BDI,Kirundo,female,2022,prevalence,15-49,Y015_049,0.01332424280464464
1,Région,BDI_1_10,BDI,Kirundo,female,2022,prevalence,15-29,Y015_029,0.0047585130179343
1,Région,BDI_1_10,BDI,Kirundo,female,2022,art_coverage,15-49,Y015_049,0.8979406251451969
1,Région,BDI_1_10,BDI,Kirundo,female,2022,art_coverage,15-29,Y015_029,0.787422315269475
1,Région,BDI_1_10,BDI,Kirundo,female,2022,population,15-49,Y015_049,231543.865738646
1,Région,BDI_1_10,BDI,Kirundo,female,2022,population,15-29,Y015_029,126764.5711989069
1,Région,BDI_1_10,BDI,Kirundo,male,2022,prevalence,15-49,Y015_049,0.00882370412250504
1,Région,BDI_1_10,BDI,Kirundo,male,2022,prevalence,15-29,Y015_029,0.00351664690829941
1,Région,BDI_1_10,BDI,Kirundo,male,2022,art_coverage,15-49,Y015_049,0.8231649944393445
1,Région,BDI_1_10,BDI,Kirundo,male,2022,art_coverage,15-29,Y015_029,0.7279837176351764
1,Région,BDI_1_10,BDI,Kirundo,male,2022,population,15-49,Y015_049,215716.117723025
1,Région,BDI_1_10,BDI,Kirundo,male,2022,population,15-29,Y015_029,119305.6616113828
1,Région,BDI_1_11,BDI,Makamba,female,2022,prevalence,15-49,Y015_049,0.01015690316552471
1,Région,BDI_1_11,BDI,Makamba,female,2022,prevalence,15-29,Y015_029,0.0036619083932714
1,Région,BDI_1_11,BDI,Makamba,female,2022,art_coverage,15-49,Y015_049,0.8951020199200512
1,Région,BDI_1_11,BDI,Makamba,female,2022,art_coverage,15-29,Y015_029,0.7796537426695163
1,Région,BDI_1_11,BDI,Makamba,female,2022,population,15-49,Y015_049,151103.391365519
1,Région,BDI_1_11,BDI,Makamba,female,2022,population,15-29,Y015_029,84075.6011483167
1,Région,BDI_1_11,BDI,Makamba,male,2022,prevalence,15-49,Y015_049,0.00548222940052552
1,Région,BDI_1_11,BDI,Makamba,male,2022,prevalence,15-29,Y015_029,0.00249988953226804
1,Région,BDI_1_11,BDI,Makamba,male,2022,art_coverage,15-49,Y015_049,0.818732403483101
1,Région,BDI_1_11,BDI,Makamba,male,2022,art_coverage,15-29,Y015_029,0.7185272803738029
1,Région,BDI_1_11,BDI,Makamba,male,2022,population,15-49,Y015_049,150116.238173467
1,Région,BDI_1_11,BDI,Makamba,male,2022,population,15-29,Y015_029,84157.339564833
1,Région,BDI_1_12,BDI,Muramvya,female,2022,prevalence,15-49,Y015_049,0.00522682491856601
1,Région,BDI_1_12,BDI,Muramvya,female,2022,prevalence,15-29,Y015_029,0.00182910914100816
1,Région,BDI_1_12,BDI,Muramvya,female,2022,art_coverage,15-49,Y015_049,0.9367810989490566
1,Région,BDI_1_12,BDI,Muramvya,female,2022,art_coverage,15-29,Y015_029,0.8570521242560812
1,Région,BDI_1_12,BDI,Muramvya,female,2022,population,15-49,Y015_049,102529.828186791
1,Région,BDI_1_12,BDI,Muramvya,female,2022,population,15-29,Y015_029,56032.7040398752
1,Région,BDI_1_12,BDI,Muramvya,male,2022,prevalence,15-49,Y015_049,0.00299608200033502
