area_level,area_level_label,area_id,iso3,area_name,sex,year,indicator,age_group_label,age_group,mean,provincial_value,ratio,organisation,country,pop_data_source,fertility_fit_level,admin1_level,mics,dhs,calendar_quarter
1,Província,AGO_1_10wp,AGO,HUÍLA,female,2022,art_coverage,15-29,Y015_029,0.37242546514585695,NA,NA,angola,Angola,orderly,2,1,0,1,NA
1,Província,AGO_1_10wp,AGO,HUÍLA,female,2022,art_coverage,15-29,Y015_029,0.2729509652806859,NA,NA,angola,Angola,orderly,2,1,0,1,NA
1,Província,AGO_1_10wp,AGO,HUÍLA,female,2022,population,15-49,Y015_049,746813.557299506,NA,NA,angola,Angola,orderly,2,1,0,1,NA
1,Província,AGO_1_10wp,AGO,HUÍLA,female,2022,population,15-29,Y015_029,119019.620781544,NA,NA,angola,Angola,orderly,2,1,0,1,NA
1,Província,AGO_1_10wp,AGO,HUÍLA,female,2022,population,15-29,Y015_029,333317.707289488,NA,NA,angola,Angola,orderly,2,1,0,1,NA
1,Província,AGO_1_10wp,AGO,HUÍLA,male,2022,prevalence,15-49,Y015_049,0.00623953546853307,NA,NA,angola,Angola,orderly,2,1,0,1,NA
1,Província,AGO_1_10wp,AGO,HUÍLA,male,2022,prevalence,15-29,Y015_029,0.00698116848211178,NA,NA,angola,Angola,orderly,2,1,0,1,NA
1,Província,AGO_1_10wp,AGO,HUÍLA,male,2022,prevalence,15-29,Y015_029,0.00304876277212417,NA,NA,angola,Angola,orderly,2,1,0,1,NA
1,Província,AGO_1_10wp,AGO,HUÍLA,male,2022,art_coverage,15-49,Y015_049,0.32780290105879323,NA,NA,angola,Angola,orderly,2,1,0,1,NA
1,Província,AGO_1_10wp,AGO,HUÍLA,male,2022,art_coverage,15-29,Y015_029,0.2318849406021022,NA,NA,angola,Angola,orderly,2,1,0,1,NA
1,Província,AGO_1_10wp,AGO,HUÍLA,male,2022,art_coverage,15-29,Y015_029,0.2355161333684201,NA,NA,angola,Angola,orderly,2,1,0,1,NA
1,Província,AGO_1_10wp,AGO,HUÍLA,male,2022,population,15-49,Y015_049,699313.901469742,NA,NA,angola,Angola,orderly,2,1,0,1,NA
1,Província,AGO_1_10wp,AGO,HUÍLA,male,2022,population,15-29,Y015_029,107315.275224464,NA,NA,angola,Angola,orderly,2,1,0,1,NA
1,Província,AGO_1_10wp,AGO,HUÍLA,male,2022,population,15-29,Y015_029,327254.424981413,NA,NA,angola,Angola,orderly,2,1,0,1,NA
1,Província,AGO_1_11tw,AGO,LUANDA,both,2022,prevalence,15-49,Y015_049,0.01429019403711399,NA,NA,angola,Angola,orderly,2,1,0,1,NA
1,Província,AGO_1_11tw,AGO,LUANDA,both,2022,prevalence,15-29,Y015_029,0.01349023865210109,NA,NA,angola,Angola,orderly,2,1,0,1,NA
1,Província,AGO_1_11tw,AGO,LUANDA,both,2022,prevalence,15-29,Y015_029,0.0056531522503415,NA,NA,angola,Angola,orderly,2,1,0,1,NA
1,Província,AGO_1_11tw,AGO,LUANDA,both,2022,art_coverage,15-49,Y015_049,0.38553751995926994,NA,NA,angola,Angola,orderly,2,1,0,1,NA
1,Província,AGO_1_11tw,AGO,LUANDA,both,2022,art_coverage,15-29,Y015_029,0.27690708331540975,NA,NA,angola,Angola,orderly,2,1,0,1,NA
1,Província,AGO_1_11tw,AGO,LUANDA,both,2022,art_coverage,15-29,Y015_029,0.2189183769845863,NA,NA,angola,Angola,orderly,2,1,0,1,NA
1,Província,AGO_1_11tw,AGO,LUANDA,both,2022,population,15-49,Y015_049,5398052.15242202,NA,NA,angola,Angola,orderly,2,1,0,1,NA
1,Província,AGO_1_11tw,AGO,LUANDA,both,2022,population,15-29,Y015_029,900416.882059017,NA,NA,angola,Angola,orderly,2,1,0,1,NA
1,Província,AGO_1_11tw,AGO,LUANDA,both,2022,population,15-29,Y015_029,2176639.79842596,NA,NA,angola,Angola,orderly,2,1,0,1,NA
1,Província,AGO_1_11tw,AGO,LUANDA,female,2022,prevalence,15-49,Y015_049,0.01899623291431248,NA,NA,angola,Angola,orderly,2,1,0,1,NA
1,Província,AGO_1_11tw,AGO,LUANDA,female,2022,prevalence,15-29,Y015_029,0.01786832589264302,NA,NA,angola,Angola,orderly,2,1,0,1,NA
1,Província,AGO_1_11tw,AGO,LUANDA,female,2022,prevalence,15-29,Y015_029,0.0070557053872911,NA,NA,angola,Angola,orderly,2,1,0,1,NA
1,Província,AGO_1_11tw,AGO,LUANDA,female,2022,art_coverage,15-49,Y015_049,0.43524149078058416,NA,NA,angola,Angola,orderly,2,1,0,1,NA
1,Província,AGO_1_11tw,AGO,LUANDA,female,2022,art_coverage,15-29,Y015_029,0.3226708372032868,NA,NA,angola,Angola,orderly,2,1,0,1,NA
1,Província,AGO_1_11tw,AGO,LUANDA,female,2022,art_coverage,15-29,Y015_029,0.23199846137926036,NA,NA,angola,Angola,orderly,2,1,0,1,NA
1,Província,AGO_1_11tw,AGO,LUANDA,female,2022,population,15-49,Y015_049,2656962.06528498,NA,NA,angola,Angola,orderly,2,1,0,1,NA
1,Província,AGO_1_11tw,AGO,LUANDA,female,2022,population,15-29,Y015_029,436831.412522356,NA,NA,angola,Angola,orderly,2,1,0,1,NA
1,Província,AGO_1_11tw,AGO,LUANDA,female,2022,population,15-29,Y015_029,1079043.20355681,NA,NA,angola,Angola,orderly,2,1,0,1,NA
1,Província,AGO_1_11tw,AGO,LUANDA,male,2022,prevalence,15-49,Y015_049,0.00972859030393195,NA,NA,angola,Angola,orderly,2,1,0,1,NA
1,Província,AGO_1_11tw,AGO,LUANDA,male,2022,prevalence,15-29,Y015_029,0.00936481592186857,NA,NA,angola,Angola,orderly,2,1,0,1,NA
1,Província,AGO_1_11tw,AGO,LUANDA,male,2022,prevalence,15-29,Y015_029,0.00427430738408791,NA,NA,angola,Angola,orderly,2,1,0,1,NA
1,Província,AGO_1_11tw,AGO,LUANDA,male,2022,art_coverage,15-49,Y015_049,0.29146328357454165,NA,NA,angola,Angola,orderly,2,1,0,1,NA
1,Província,AGO_1_11tw,AGO,LUANDA,male,2022,art_coverage,15-29,Y015_029,0.19462783664042527,NA,NA,angola,Angola,orderly,2,1,0,1,NA
1,Província,AGO_1_11tw,AGO,LUANDA,male,2022,art_coverage,15-29,Y015_029,0.19769173396402304,NA,NA,angola,Angola,orderly,2,1,0,1,NA
1,Província,AGO_1_11tw,AGO,LUANDA,male,2022,population,15-49,Y015_049,2741090.08713704,NA,NA,angola,Angola,orderly,2,1,0,1,NA
1,Província,AGO_1_11tw,AGO,LUANDA,male,2022,population,15-29,Y015_029,463585.469536661,NA,NA,angola,Angola,orderly,2,1,0,1,NA
1,Província,AGO_1_11tw,AGO,LUANDA,male,2022,population,15-29,Y015_029,1097596.59486915,NA,NA,angola,Angola,orderly,2,1,0,1,NA
1,Província,AGO_1_12sy,AGO,LUNDA NORTE,both,2022,prevalence,15-49,Y015_049,0.03484878923961133,NA,NA,angola,Angola,orderly,2,1,0,1,NA
1,Província,AGO_1_12sy,AGO,LUNDA NORTE,both,2022,prevalence,15-29,Y015_029,0.03145733374539607,NA,NA,angola,Angola,orderly,2,1,0,1,NA
1,Província,AGO_1_12sy,AGO,LUNDA NORTE,both,2022,prevalence,15-29,Y015_029,0.01402237418959805,NA,NA,angola,Angola,orderly,2,1,0,1,NA
1,Província,AGO_1_12sy,AGO,LUNDA NORTE,both,2022,art_coverage,15-49,Y015_049,0.640822471785915,NA,NA,angola,Angola,orderly,2,1,0,1,NA
1,Província,AGO_1_12sy,AGO,LUNDA NORTE,both,2022,art_coverage,15-29,Y015_029,0.529166977193844,NA,NA,angola,Angola,orderly,2,1,0,1,NA
1,Província,AGO_1_12sy,AGO,LUNDA NORTE,both,2022,art_coverage,15-29,Y015_029,0.45333398071768255,NA,NA,angola,Angola,orderly,2,1,0,1,NA
1,Província,AGO_1_12sy,AGO,LUNDA NORTE,both,2022,population,15-49,Y015_049,472112.180900885,NA,NA,angola,Angola,orderly,2,1,0,1,NA
1,Província,AGO_1_12sy,AGO,LUNDA NORTE,both,2022,population,15-29,Y015_029,75901.5307305981,NA,NA,angola,Angola,orderly,2,1,0,1,NA
1,Província,AGO_1_12sy,AGO,LUNDA NORTE,both,2022,population,15-29,Y015_029,172598.982906788,NA,NA,angola,Angola,orderly,2,1,0,1,NA
1,Província,AGO_1_12sy,AGO,LUNDA NORTE,female,2022,prevalence,15-49,Y015_049,0.04434330034127749,NA,NA,angola,Angola,orderly,2,1,0,1,NA
1,Província,AGO_1_12sy,AGO,LUNDA NORTE,female,2022,prevalence,15-29,Y015_029,0.03988738426462392,NA,NA,angola,Angola,orderly,2,1,0,1,NA
1,Província,AGO_1_12sy,AGO,LUNDA NORTE,female,2022,prevalence,15-29,Y015_029,0.01627439090653458,NA,NA,angola,Angola,orderly,2,1,0,1,NA
1,Província,AGO_1_12sy,AGO,LUNDA NORTE,female,2022,art_coverage,15-49,Y015_049,0.6900984299951455,NA,NA,angola,Angola,orderly,2,1,0,1,NA
1,Província,AGO_1_12sy,AGO,LUNDA NORTE,female,2022,art_coverage,15-29,Y015_029,0.5884439980163344,NA,NA,angola,Angola,orderly,2,1,0,1,NA
1,Província,AGO_1_12sy,AGO,LUNDA NORTE,female,2022,art_coverage,15-29,Y015_029,0.4725113421594088,NA,NA,angola,Angola,orderly,2,1,0,1,NA
1,Província,AGO_1_12sy,AGO,LUNDA NORTE,female,2022,population,15-49,Y015_049,243049.632291569,NA,NA,angola,Angola,orderly,2,1,0,1,NA
1,Província,AGO_1_12sy,AGO,LUNDA NORTE,female,2022,population,15-29,Y015_029,39092.0669744798,NA,NA,angola,Angola,orderly,2,1,0,1,NA
1,Província,AGO_1_12sy,AGO,LUNDA NORTE,female,2022,population,15-29,Y015_029,90859.4892794575,NA,NA,angola,Angola,orderly,2,1,0,1,NA
1,Província,AGO_1_12sy,AGO,LUNDA NORTE,male,2022,prevalence,15-49,Y015_049,0.02477452155133853,NA,NA,angola,Angola,orderly,2,1,0,1,NA
1,Província,AGO_1_12sy,AGO,LUNDA NORTE,male,2022,prevalence,15-29,Y015_029,0.02250452471564942,NA,NA,angola,Angola,orderly,2,1,0,1,NA
1,Província,AGO_1_12sy,AGO,LUNDA NORTE,male,2022,prevalence,15-29,Y015_029,0.01151909114159496,NA,NA,angola,Angola,orderly,2,1,0,1,NA
1,Província,AGO_1_12sy,AGO,LUNDA NORTE,male,2022,art_coverage,15-49,Y015_049,0.5472390985770383,NA,NA,angola,Angola,orderly,2,1,0,1,NA
1,Província,AGO_1_12sy,AGO,LUNDA NORTE,male,2022,art_coverage,15-29,Y015_029,0.417588296039913,NA,NA,angola,Angola,orderly,2,1,0,1,NA
1,Província,AGO_1_12sy,AGO,LUNDA NORTE,male,2022,art_coverage,15-29,Y015_029,0.42321684050283515,NA,NA,angola,Angola,orderly,2,1,0,1,NA
1,Província,AGO_1_12sy,AGO,LUNDA NORTE,male,2022,population,15-49,Y015_049,229062.548609316,NA,NA,angola,Angola,orderly,2,1,0,1,NA
1,Província,AGO_1_12sy,AGO,LUNDA NORTE,male,2022,population,15-29,Y015_029,36809.4637561183,NA,NA,angola,Angola,orderly,2,1,0,1,NA
1,Província,AGO_1_12sy,AGO,LUNDA NORTE,male,2022,population,15-29,Y015_029,81739.4936273304,NA,NA,angola,Angola,orderly,2,1,0,1,NA
1,Província,AGO_1_13sz,AGO,LUNDA SUL,both,2022,prevalence,15-49,Y015_049,0.03997606415036451,NA,NA,angola,Angola,orderly,2,1,0,1,NA
1,Província,AGO_1_13sz,AGO,LUNDA SUL,both,2022,prevalence,15-29,Y015_029,0.04245610750740846,NA,NA,angola,Angola,orderly,2,1,0,1,NA
1,Província,AGO_1_13sz,AGO,LUNDA SUL,both,2022,prevalence,15-29,Y015_029,0.01580970095830073,NA,NA,angola,Angola,orderly,2,1,0,1,NA
1,Província,AGO_1_13sz,AGO,LUNDA SUL,both,2022,art_coverage,15-49,Y015_049,0.6433947552486039,NA,NA,angola,Angola,orderly,2,1,0,1,NA
1,Província,AGO_1_13sz,AGO,LUNDA SUL,both,2022,art_coverage,15-29,Y015_029,0.5427979790471298,NA,NA,angola,Angola,orderly,2,1,0,1,NA
1,Província,AGO_1_13sz,AGO,LUNDA SUL,both,2022,art_coverage,15-29,Y015_029,0.46557828483583574,NA,NA,angola,Angola,orderly,2,1,0,1,NA
1,Província,AGO_1_13sz,AGO,LUNDA SUL,both,2022,population,15-49,Y015_049,313555.448075378,NA,NA,angola,Angola,orderly,2,1,0,1,NA
1,Província,AGO_1_13sz,AGO,LUNDA SUL,both,2022,population,15-29,Y015_029,47064.8948235203,NA,NA,angola,Angola,orderly,2,1,0,1,NA
1,Província,AGO_1_13sz,AGO,LUNDA SUL,both,2022,population,15-29,Y015_029,131737.474756344,NA,NA,angola,Angola,orderly,2,1,0,1,NA
1,Província,AGO_1_13sz,AGO,LUNDA SUL,female,2022,prevalence,15-49,Y015_049,0.04892461898302207,NA,NA,angola,Angola,orderly,2,1,0,1,NA
1,Província,AGO_1_13sz,AGO,LUNDA SUL,female,2022,prevalence,15-29,Y015_029,0.05094993259452952,NA,NA,angola,Angola,orderly,2,1,0,1,NA
1,Província,AGO_1_13sz,AGO,LUNDA SUL,female,2022,prevalence,15-29,Y015_029,0.01786354188155301,NA,NA,angola,Angola,orderly,2,1,0,1,NA
1,Província,AGO_1_13sz,AGO,LUNDA SUL,female,2022,art_coverage,15-49,Y015_049,0.6913502687940827,NA,NA,angola,Angola,orderly,2,1,0,1,NA
1,Província,AGO_1_13sz,AGO,LUNDA SUL,female,2022,art_coverage,15-29,Y015_029,0.5994151371344862,NA,NA,angola,Angola,orderly,2,1,0,1,NA
1,Província,AGO_1_13sz,AGO,LUNDA SUL,female,2022,art_coverage,15-29,Y015_029,0.4852651367790427,NA,NA,angola,Angola,orderly,2,1,0,1,NA
1,Província,AGO_1_13sz,AGO,LUNDA SUL,female,2022,population,15-49,Y015_049,168375.953335725,NA,NA,angola,Angola,orderly,2,1,0,1,NA
1,Província,AGO_1_13sz,AGO,LUNDA SUL,female,2022,population,15-29,Y015_029,25925.6390062943,NA,NA,angola,Angola,orderly,2,1,0,1,NA
1,Província,AGO_1_13sz,AGO,LUNDA SUL,female,2022,population,15-29,Y015_029,69378.097765186,NA,NA,angola,Angola,orderly,2,1,0,1,NA
1,Província,AGO_1_13sz,AGO,LUNDA SUL,male,2022,prevalence,15-49,Y015_049,0.02959772901682713,NA,NA,angola,Angola,orderly,2,1,0,1,NA
1,Província,AGO_1_13sz,AGO,LUNDA SUL,male,2022,prevalence,15-29,Y015_029,0.03203909732997987,NA,NA,angola,Angola,orderly,2,1,0,1,NA
1,Província,AGO_1_13sz,AGO,LUNDA SUL,male,2022,prevalence,15-29,Y015_029,0.01352469454478672,NA,NA,angola,Angola,orderly,2,1,0,1,NA
1,Província,AGO_1_13sz,AGO,LUNDA SUL,male,2022,art_coverage,15-49,Y015_049,0.551459434487742,NA,NA,angola,Angola,orderly,2,1,0,1,NA
1,Província,AGO_1_13sz,AGO,LUNDA SUL,male,2022,art_coverage,15-29,Y015_029,0.4323771043192968,NA,NA,angola,Angola,orderly,2,1,0,1,NA
1,Província,AGO_1_13sz,AGO,LUNDA SUL,male,2022,art_coverage,15-29,Y015_029,0.43664904628534223,NA,NA,angola,Angola,orderly,2,1,0,1,NA
1,Província,AGO_1_13sz,AGO,LUNDA SUL,male,2022,population,15-49,Y015_049,145179.494739653,NA,NA,angola,Angola,orderly,2,1,0,1,NA
1,Província,AGO_1_13sz,AGO,LUNDA SUL,male,2022,population,15-29,Y015_029,21139.255817226,NA,NA,angola,Angola,orderly,2,1,0,1,NA
1,Província,AGO_1_13sz,AGO,LUNDA SUL,male,2022,population,15-29,Y015_029,62359.3769911579,NA,NA,angola,Angola,orderly,2,1,0,1,NA
1,Província,AGO_1_14jw,AGO,MALANJE,both,2022,prevalence,15-49,Y015_049,0.01285125111867825,NA,NA,angola,Angola,orderly,2,1,0,1,NA
1,Província,AGO_1_14jw,AGO,MALANJE,both,2022,prevalence,15-29,Y015_029,0.01178837841885597,NA,NA,angola,Angola,orderly,2,1,0,1,NA
1,Província,AGO_1_14jw,AGO,MALANJE,both,2022,prevalence,15-29,Y015_029,0.00522674307286596,NA,NA,angola,Angola,orderly,2,1,0,1,NA
1,Província,AGO_1_14jw,AGO,MALANJE,both,2022,art_coverage,15-49,Y015_049,0.5176884379182259,NA,NA,angola,Angola,orderly,2,1,0,1,NA
1,Província,AGO_1_14jw,AGO,MALANJE,both,2022,art_coverage,15-29,Y015_029,0.4161685918543489,NA,NA,angola,Angola,orderly,2,1,0,1,NA
1,Província,AGO_1_14jw,AGO,MALANJE,both,2022,art_coverage,15-29,Y015_029,0.3437629427647532,NA,NA,angola,Angola,orderly,2,1,0,1,NA
1,Província,AGO_1_14jw,AGO,MALANJE,both,2022,population,15-49,Y015_049,510530.826802608,NA,NA,angola,Angola,orderly,2,1,0,1,NA
1,Província,AGO_1_14jw,AGO,MALANJE,both,2022,population,15-29,Y015_029,93692.7436850146,NA,NA,angola,Angola,orderly,2,1,0,1,NA
1,Província,AGO_1_14jw,AGO,MALANJE,both,2022,population,15-29,Y015_029,222862.873880832,NA,NA,angola,Angola,orderly,2,1,0,1,NA
1,Província,AGO_1_14jw,AGO,MALANJE,female,2022,prevalence,15-49,Y015_049,0.01631100743606776,NA,NA,angola,Angola,orderly,2,1,0,1,NA
1,Província,AGO_1_14jw,AGO,MALANJE,female,2022,prevalence,15-29,Y015_029,0.01478671960393607,NA,NA,angola,Angola,orderly,2,1,0,1,NA
1,Província,AGO_1_14jw,AGO,MALANJE,female,2022,prevalence,15-29,Y015_029,0.00601239432630231,NA,NA,angola,Angola,orderly,2,1,0,1,NA
1,Província,AGO_1_14jw,AGO,MALANJE,female,2022,art_coverage,15-49,Y015_049,0.573817696921735,NA,NA,angola,Angola,orderly,2,1,0,1,NA
1,Província,AGO_1_14jw,AGO,MALANJE,female,2022,art_coverage,15-29,Y015_029,0.47473942821089826,NA,NA,angola,Angola,orderly,2,1,0,1,NA
1,Província,AGO_1_14jw,AGO,MALANJE,female,2022,art_coverage,15-29,Y015_029,0.36288346840187297,NA,NA,angola,Angola,orderly,2,1,0,1,NA
1,Província,AGO_1_14jw,AGO,MALANJE,female,2022,population,15-49,Y015_049,257309.476822086,NA,NA,angola,Angola,orderly,2,1,0,1,NA
1,Província,AGO_1_14jw,AGO,MALANJE,female,2022,population,15-29,Y015_029,47517.7692288728,NA,NA,angola,Angola,orderly,2,1,0,1,NA
1,Província,AGO_1_14jw,AGO,MALANJE,female,2022,population,15-29,Y015_029,109779.843350514,NA,NA,angola,Angola,orderly,2,1,0,1,NA
1,Província,AGO_1_14jw,AGO,MALANJE,male,2022,prevalence,15-49,Y015_049,0.0093356388370603,NA,NA,angola,Angola,orderly,2,1,0,1,NA
1,Província,AGO_1_14jw,AGO,MALANJE,male,2022,prevalence,15-29,Y015_029,0.00870284375034444,NA,NA,angola,Angola,orderly,2,1,0,1,NA
1,Província,AGO_1_14jw,AGO,MALANJE,male,2022,prevalence,15-29,Y015_029,0.00446404091387794,NA,NA,angola,Angola,orderly,2,1,0,1,NA
1,Província,AGO_1_14jw,AGO,MALANJE,male,2022,art_coverage,15-49,Y015_049,0.4180374715761002,NA,NA,angola,Angola,orderly,2,1,0,1,NA
1,Província,AGO_1_14jw,AGO,MALANJE,male,2022,art_coverage,15-29,Y015_029,0.31375880624792746,NA,NA,angola,Angola,orderly,2,1,0,1,NA
1,Província,AGO_1_14jw,AGO,MALANJE,male,2022,art_coverage,15-29,Y015_029,0.31876269658924994,NA,NA,angola,Angola,orderly,2,1,0,1,NA
1,Província,AGO_1_14jw,AGO,MALANJE,male,2022,population,15-49,Y015_049,253221.349980522,NA,NA,angola,Angola,orderly,2,1,0,1,NA
1,Província,AGO_1_14jw,AGO,MALANJE,male,2022,population,15-29,Y015_029,46174.9744561418,NA,NA,angola,Angola,orderly,2,1,0,1,NA
1,Província,AGO_1_14jw,AGO,MALANJE,male,2022,population,15-29,Y015_029,113083.030530318,NA,NA,angola,Angola,orderly,2,1,0,1,NA
1,Província,AGO_1_15wo,AGO,MOXICO,both,2022,prevalence,15-49,Y015_049,0.03175676688192723,NA,NA,angola,Angola,orderly,2,1,0,1,NA
1,Província,AGO_1_15wo,AGO,MOXICO,both,2022,prevalence,15-29,Y015_029,0.02852037842912526,NA,NA,angola,Angola,orderly,2,1,0,1,NA
1,Província,AGO_1_15wo,AGO,MOXICO,both,2022,prevalence,15-29,Y015_029,0.0131077620761457,NA,NA,angola,Angola,orderly,2,1,0,1,NA
1,Província,AGO_1_15wo,AGO,MOXICO,both,2022,art_coverage,15-49,Y015_049,0.4735725448671124,NA,NA,angola,Angola,orderly,2,1,0,1,NA
1,Província,AGO_1_15wo,AGO,MOXICO,both,2022,art_coverage,15-29,Y015_029,0.3656679726589221,NA,NA,angola,Angola,orderly,2,1,0,1,NA
1,Província,AGO_1_15wo,AGO,MOXICO,both,2022,art_coverage,15-29,Y015_029,0.2959508923030975,NA,NA,angola,Angola,orderly,2,1,0,1,NA
1,Província,AGO_1_15wo,AGO,MOXICO,both,2022,population,15-49,Y015_049,432529.562757864,NA,NA,angola,Angola,orderly,2,1,0,1,NA
1,Província,AGO_1_15wo,AGO,MOXICO,both,2022,population,15-29,Y015_029,77623.1272341073,NA,NA,angola,Angola,orderly,2,1,0,1,NA
1,Província,AGO_1_15wo,AGO,MOXICO,both,2022,population,15-29,Y015_029,178549.528008902,NA,NA,angola,Angola,orderly,2,1,0,1,NA
1,Província,AGO_1_15wo,AGO,MOXICO,female,2022,prevalence,15-49,Y015_049,0.04191695294058998,NA,NA,angola,Angola,orderly,2,1,0,1,NA
1,Província,AGO_1_15wo,AGO,MOXICO,female,2022,prevalence,15-29,Y015_029,0.03706499074918715,NA,NA,angola,Angola,orderly,2,1,0,1,NA
1,Província,AGO_1_15wo,AGO,MOXICO,female,2022,prevalence,15-29,Y015_029,0.01556657069072947,NA,NA,angola,Angola,orderly,2,1,0,1,NA
1,Província,AGO_1_15wo,AGO,MOXICO,female,2022,art_coverage,15-49,Y015_049,0.5286642739701858,NA,NA,angola,Angola,orderly,2,1,0,1,NA
1,Província,AGO_1_15wo,AGO,MOXICO,female,2022,art_coverage,15-29,Y015_029,0.42051364428086535,NA,NA,angola,Angola,orderly,2,1,0,1,NA
1,Província,AGO_1_15wo,AGO,MOXICO,female,2022,art_coverage,15-29,Y015_029,0.31331904698631163,NA,NA,angola,Angola,orderly,2,1,0,1,NA
1,Província,AGO_1_15wo,AGO,MOXICO,female,2022,population,15-49,Y015_049,213058.559701664,NA,NA,angola,Angola,orderly,2,1,0,1,NA
1,Província,AGO_1_15wo,AGO,MOXICO,female,2022,population,15-29,Y015_029,38372.9348542703,NA,NA,angola,Angola,orderly,2,1,0,1,NA
1,Província,AGO_1_15wo,AGO,MOXICO,female,2022,population,15-29,Y015_029,87201.6702984836,NA,NA,angola,Angola,orderly,2,1,0,1,NA
1,Província,AGO_1_15wo,AGO,MOXICO,male,2022,prevalence,15-49,Y015_049,0.02189343834277961,NA,NA,angola,Angola,orderly,2,1,0,1,NA
1,Província,AGO_1_15wo,AGO,MOXICO,male,2022,prevalence,15-29,Y015_029,0.02016674161787829,NA,NA,angola,Angola,orderly,2,1,0,1,NA
1,Província,AGO_1_15wo,AGO,MOXICO,male,2022,prevalence,15-29,Y015_029,0.0107605563122654,NA,NA,angola,Angola,orderly,2,1,0,1,NA
1,Província,AGO_1_15wo,AGO,MOXICO,male,2022,art_coverage,15-49,Y015_049,0.3711763132087219,NA,NA,angola,Angola,orderly,2,1,0,1,NA
1,Província,AGO_1_15wo,AGO,MOXICO,male,2022,art_coverage,15-29,Y015_029,0.26711862638263406,NA,NA,angola,Angola,orderly,2,1,0,1,NA
1,Província,AGO_1_15wo,AGO,MOXICO,male,2022,art_coverage,15-29,Y015_029,0.27196596873217915,NA,NA,angola,Angola,orderly,2,1,0,1,NA
1,Província,AGO_1_15wo,AGO,MOXICO,male,2022,population,15-49,Y015_049,219471.0030562,NA,NA,angola,Angola,orderly,2,1,0,1,NA
1,Província,AGO_1_15wo,AGO,MOXICO,male,2022,population,15-29,Y015_029,39250.192379837,NA,NA,angola,Angola,orderly,2,1,0,1,NA
1,Província,AGO_1_15wo,AGO,MOXICO,male,2022,population,15-29,Y015_029,91347.8577104183,NA,NA,angola,Angola,orderly,2,1,0,1,NA
1,Província,AGO_1_16rk,AGO,NAMIBE,both,2022,prevalence,15-49,Y015_049,0.01303474273044231,NA,NA,angola,Angola,orderly,2,1,0,1,NA
1,Província,AGO_1_16rk,AGO,NAMIBE,both,2022,prevalence,15-29,Y015_029,0.01286258253472982,NA,NA,angola,Angola,orderly,2,1,0,1,NA
1,Província,AGO_1_16rk,AGO,NAMIBE,both,2022,prevalence,15-29,Y015_029,0.00495671974118348,NA,NA,angola,Angola,orderly,2,1,0,1,NA
1,Província,AGO_1_16rk,AGO,NAMIBE,both,2022,art_coverage,15-49,Y015_049,0.45578496203004665,NA,NA,angola,Angola,orderly,2,1,0,1,NA
1,Província,AGO_1_16rk,AGO,NAMIBE,both,2022,art_coverage,15-29,Y015_029,0.35538269912103737,NA,NA,angola,Angola,orderly,2,1,0,1,NA
1,Província,AGO_1_16rk,AGO,NAMIBE,both,2022,art_coverage,15-29,Y015_029,0.2880849907883108,NA,NA,angola,Angola,orderly,2,1,0,1,NA
